f2,target,z
0.1397959184,1.3510693534,0.7795918367
0.1397959184,1.3785846731,0.7979591837
0.1397959184,1.4063405042,0.8163265306
0.1397959184,1.4343329636,0.8346938776
0.1397959184,1.4625582169,0.8530612245
0.1397959184,1.4910124765,0.8714285714
0.1397959184,1.5196920008,0.8897959184
0.1397959184,1.5485930934,0.9081632653
0.1397959184,1.577712102,0.9265306122
0.1397959184,1.6070454182,0.9448979592
0.1397959184,1.6365894768,0.9632653061
0.1397959184,1.6663407555,0.9816326531
0.1397959184,1.6962957748,1.0
0.1428571429,0.5628927155,0.1
0.1428571429,0.5774422484,0.1183673469
0.1428571429,0.5926523619,0.1367346939
0.1428571429,0.6084695226,0.1551020408
0.1428571429,0.6248509982,0.1734693878
0.1428571429,0.641762036,0.1918367347
0.1428571429,0.6591738958,0.2102040816
0.1428571429,0.677062445,0.2285714286
0.1428571429,0.6954071339,0.2469387755
0.1428571429,0.7141902354,0.2653061224
0.1428571429,0.7333962713,0.2836734694
0.1428571429,0.753011574,0.3020408163
0.1428571429,0.7730239464,0.3204081633
0.1428571429,0.7934223964,0.3387755102
0.1428571429,0.8141969261,0.3571428571
0.1428571429,0.8353383644,0.3755102041
0.1428571429,0.8568382316,0.393877551
0.1428571429,0.8786886303,0.412244898
0.1428571429,0.9008821562,0.4306122449
0.1428571429,0.9234118246,0.4489795918
0.1428571429,0.9462710104,0.4673469388
0.1428571429,0.9694533982,0.4857142857
0.1428571429,0.99295294,0.5040816327
0.1428571429,1.0167638215,0.5224489796
0.1428571429,1.040880432,0.5408163265
0.1428571429,1.0652973405,0.5591836735
0.1428571429,1.0900092749,0.5775510204
0.1428571429,1.1150111049,0.5959183673
0.1428571429,1.1402978267,0.6142857143
0.1428571429,1.1658645511,0.6326530612
0.1428571429,1.1917064925,0.6510204082
0.1428571429,1.2178189603,0.6693877551
0.1428571429,1.2441973511,0.687755102
0.1428571429,1.2708371423,0.706122449
0.1428571429,1.2977338866,0.7244897959
0.1428571429,1.3248832074,0.7428571429
0.1428571429,1.3522807948,0.7612244898
0.1428571429,1.3799224024,0.7795918367
0.1428571429,1.4078038443,0.7979591837
0.1428571429,1.435920993,0.8163265306
0.1428571429,1.4642697774,0.8346938776
0.1428571429,1.4928461808,0.8530612245
0.1428571429,1.5216462399,0.8714285714
0.1428571429,1.5506660435,0.8897959184
0.1428571429,1.5799017316,0.9081632653
0.1428571429,1.6093494946,0.9265306122
0.1428571429,1.6390055727,0.9448979592
0.1428571429,1.6688662552,0.9632653061
0.1428571429,1.6989278805,0.9816326531
0.1428571429,1.7291868354,1.0
0.1459183673,0.577385882,0.1
0.1459183673,0.5922612882,0.1183673469
0.1459183673,0.6078093104,0.1367346939
0.1459183673,0.6239747893,0.1551020408
0.1459183673,0.6407136526,0.1734693878
0.1459183673,0.6579900187,0.1918367347
0.1459183673,0.6757741781,0.2102040816
0.1459183673,0.694041151,0.2285714286
0.1459183673,0.7127696362,0.2469387755
0.1459183673,0.731941231,0.2653061224
0.1459183673,0.7515398427,0.2836734694
0.1459183673,0.7715512384,0.3020408163
0.1459183673,0.7919626973,0.3204081633
0.1459183673,0.8127627371,0.3387755102
0.1459183673,0.8339408991,0.3571428571
0.1459183673,0.8554875759,0.3755102041
0.1459183673,0.877393873,0.393877551
0.1459183673,0.8996514968,0.412244898
0.1459183673,0.9222526632,0.4306122449
0.1459183673,0.9451900229,0.4489795918
0.1459183673,0.9684565993,0.4673469388
0.1459183673,0.9920457375,0.4857142857
0.1459183673,1.015951062,0.5040816327
0.1459183673,1.0401664406,0.5224489796
0.1459183673,1.0646859554,0.5408163265
0.1459183673,1.0895038769,0.5591836735
0.1459183673,1.114614644,0.5775510204
0.1459183673,1.1400128454,0.5959183673
0.1459183673,1.1656932048,0.6142857143
0.1459183673,1.1916505686,0.6326530612
0.1459183673,1.2178798945,0.6510204082
0.1459183673,1.2443762429,0.6693877551
0.1459183673,1.2711347687,0.687755102
0.1459183673,1.2981507151,0.706122449
0.1459183673,1.3254194079,0.7244897959
0.1459183673,1.3529362504,0.7428571429
0.1459183673,1.3806967201,0.7612244898
0.1459183673,1.4086963646,0.7795918367
0.1459183673,1.4369307994,0.7979591837
0.1459183673,1.4653957047,0.8163265306
0.1459183673,1.4940868241,0.8346938776
0.1459183673,1.5229999624,0.8530612245
0.1459183673,1.5521309844,0.8714285714
0.1459183673,1.5814758136,0.8897959184
0.1459183673,1.6110304311,0.9081632653
0.1459183673,1.6407908751,0.9265306122
0.1459183673,1.6707532399,0.9448979592
0.1459183673,1.7009136753,0.9632653061
0.1459183673,1.7312683862,0.9816326531
0.1459183673,1.7618136324,1.0
0.1489795918,0.5920017989,0.1
0.1489795918,0.6072033033,0.1183673469
0.1489795918,0.6230893017,0.1367346939
0.1489795918,0.6396029837,0.1551020408
0.1489795918,0.6566989143,0.1734693878
0.1489795918,0.6743400633,0.1918367347
0.1489795918,0.6924957332,0.2102040816
0.1489795918,0.7111400804,0.2285714286
0.1489795918,0.7302510366,0.2469387755
0.1489795918,0.7498095089,0.2653061224
0.1489795918,0.7697987762,0.2836734694
0.1489795918,0.7902040279,0.3020408163
0.1489795918,0.811012007,0.3204081633
0.1489795918,0.83221073,0.3387755102
0.1489795918,0.8537892667,0.3571428571
0.1489795918,0.8757375633,0.3755102041
0.1489795918,0.8980463011,0.393877551
0.1489795918,0.9207067817,0.412244898
0.1489795918,0.9437108331,0.4306122449
0.1489795918,0.9670507335,0.4489795918
0.1489795918,0.990719148,0.4673469388
0.1489795918,1.0147090762,0.4857142857
0.1489795918,1.0390138086,0.5040816327
0.1489795918,1.0636268905,0.5224489796
0.1489795918,1.0885420917,0.5408163265
0.1489795918,1.1137533807,0.5591836735
0.1489795918,1.1392549032,0.5775510204
0.1489795918,1.1650409644,0.5959183673
0.1489795918,1.1911060132,0.6142857143
0.1489795918,1.2174446295,0.6326530612
0.1489795918,1.2440515131,0.6510204082
0.1489795918,1.2709214746,0.6693877551
0.1489795918,1.2980494272,0.687755102
0.1489795918,1.32543038,0.706122449
0.1489795918,1.3530594327,0.7244897959
0.1489795918,1.3809317702,0.7428571429
0.1489795918,1.4090426588,0.7612244898
0.1489795918,1.4373874429,0.7795918367
0.1489795918,1.4659615417,0.7979591837
0.1489795918,1.4947604467,0.8163265306
0.1489795918,1.5237797199,0.8346938776
0.1489795918,1.5530149917,0.8530612245
0.1489795918,1.5824619597,0.8714285714
0.1489795918,1.612116387,0.8897959184
0.1489795918,1.6419741014,0.9081632653
0.1489795918,1.6720309946,0.9265306122
0.1489795918,1.7022830211,0.9448979592
0.1489795918,1.7327261978,0.9632653061
0.1489795918,1.7633566032,0.9816326531
0.1489795918,1.7941703772,1.0
0.1520408163,0.606742007,0.1
0.1520408163,0.6222697997,0.1183673469
0.1520408163,0.6384938013,0.1367346939
0.1520408163,0.6553555244,0.1551020408
0.1520408163,0.6728081489,0.1734693878
0.1520408163,0.6908134751,0.1918367347
0.1520408163,0.7093397993,0.2102040816
0.1520408163,0.7283603969,0.2285714286
0.1520408163,0.7478524168,0.2469387755
0.1520408163,0.7677960613,0.2653061224
0.1520408163,0.7881739672,0.2836734694
0.1520408163,0.8089707332,0.3020408163
0.1520408163,0.8301725541,0.3204081633
0.1520408163,0.8517669342,0.3387755102
0.1520408163,0.8737424608,0.3571428571
0.1520408163,0.8960886242,0.3755102041
0.1520408163,0.918795672,0.393877551
0.1520408163,0.9418544924,0.412244898
0.1520408163,0.9652565178,0.4306122449
0.1520408163,0.9889936465,0.4489795918
0.1520408163,1.0130581786,0.4673469388
0.1520408163,1.037442762,0.4857142857
0.1520408163,1.0621403481,0.5040816327
0.1520408163,1.0871441547,0.5224489796
0.1520408163,1.1124476351,0.5408163265
0.1520408163,1.1380444518,0.5591836735
0.1520408163,1.1639284548,0.5775510204
0.1520408163,1.1900936631,0.5959183673
0.1520408163,1.2165342489,0.6142857143
0.1520408163,1.2432445245,0.6326530612
0.1520408163,1.270218931,0.6510204082
0.1520408163,1.297452029,0.6693877551
0.1520408163,1.3249384902,0.687755102
0.1520408163,1.352673091,0.706122449
0.1520408163,1.3806507062,0.7244897959
0.1520408163,1.4088663042,0.7428571429
0.1520408163,1.4373149431,0.7612244898
0.1520408163,1.4659917665,0.7795918367
0.1520408163,1.4948920012,0.7979591837
0.1520408163,1.5240109539,0.8163265306
0.1520408163,1.5533440095,0.8346938776
0.1520408163,1.5828866289,0.8530612245
0.1520408163,1.6126343476,0.8714285714
0.1520408163,1.6425827743,0.8897959184
0.1520408163,1.6727275897,0.9081632653
0.1520408163,1.7030645454,0.9265306122
0.1520408163,1.7335894631,0.9448979592
0.1520408163,1.764298234,0.9632653061
0.1520408163,1.795186818,0.9816326531
0.1520408163,1.8262512429,1.0
0.1551020408,0.6216080724,0.1
0.1551020408,0.6374623075,0.1183673469
0.1551020408,0.6540242973,0.1367346939
0.1551020408,0.6712338511,0.1551020408
0.1551020408,0.6890427407,0.1734693878
0.1551020408,0.7074115762,0.1918367347
0.1551020408,0.726307629,0.2102040816
0.1551020408,0.7457032762,0.2285714286
0.1551020408,0.7655748682,0.2469387755
0.1551020408,0.7859018874,0.2653061224
0.1551020408,0.8066663149,0.2836734694
0.1551020408,0.827852146,0.3020408163
0.1551020408,0.8494450152,0.3204081633
0.1551020408,0.8714319031,0.3387755102
0.1551020408,0.8938009043,0.3571428571
0.1551020408,0.9165410433,0.3755102041
0.1551020408,0.9396421253,0.393877551
0.1551020408,0.9630946163,0.412244898
0.1551020408,0.9868895453,0.4306122449
0.1551020408,1.0110184243,0.4489795918
0.1551020408,1.0354731815,0.4673469388
0.1551020408,1.0602461076,0.4857142857
0.1551020408,1.0853298098,0.5040816327
0.1551020408,1.1107171738,0.5224489796
0.1551020408,1.1364013328,0.5408163265
0.1551020408,1.1623756402,0.5591836735
0.1551020408,1.1886336476,0.5775510204
0.1551020408,1.2151690859,0.5959183673
0.1551020408,1.2419758493,0.6142857143
0.1551020408,1.2690479818,0.6326530612
0.1551020408,1.2963796656,0.6510204082
0.1551020408,1.3239652119,0.6693877551
0.1551020408,1.351799052,0.687755102
0.1551020408,1.3798757309,0.706122449
0.1551020408,1.4081899009,0.7244897959
0.1551020408,1.4367363166,0.7428571429
0.1551020408,1.4655098308,0.7612244898
0.1551020408,1.4945053905,0.7795918367
0.1551020408,1.5237180341,0.7979591837
0.1551020408,1.5531428882,0.8163265306
0.1551020408,1.5827751657,0.8346938776
0.1551020408,1.6126101638,0.8530612245
0.1551020408,1.6426432621,0.8714285714
0.1551020408,1.6728699213,0.8897959184
0.1551020408,1.7032856816,0.9081632653
0.1551020408,1.7338861622,0.9265306122
0.1551020408,1.7646670596,0.9448979592
0.1551020408,1.7956241473,0.9632653061
0.1551020408,1.8267532747,0.9816326531
0.1551020408,1.8580503665,1.0
0.1581632653,0.6366015873,0.1
0.1581632653,0.6527823814,0.1183673469
0.1581632653,0.6696823009,0.1367346939
0.1581632653,0.687239425,0.1551020408
0.1581632653,0.7054040936,0.1734693878
0.1581632653,0.7241357062,0.1918367347
0.1581632653,0.74340049,0.2102040816
0.1581632653,0.7631699067,0.2285714286
0.1581632653,0.7834194918,0.2469387755
0.1581632653,0.8041279933,0.2653061224
0.1581632653,0.8252767227,0.2836734694
0.1581632653,0.8468490588,0.3020408163
0.1581632653,0.868830064,0.3204081633
0.1581632653,0.891206184,0.3387755102
0.1581632653,0.9139650105,0.3571428571
0.1581632653,0.9370950923,0.3755102041
0.1581632653,0.9605857832,0.393877551
0.1581632653,0.9844271194,0.412244898
0.1581632653,1.008609719,0.4306122449
0.1581632653,1.0331247003,0.4489795918
0.1581632653,1.0579636143,0.4673469388
0.1581632653,1.0831183888,0.4857142857
0.1581632653,1.1085812821,0.5040816327
0.1581632653,1.134344844,0.5224489796
0.1581632653,1.1604018842,0.5408163265
0.1581632653,1.1867454442,0.5591836735
0.1581632653,1.2133687753,0.5775510204
0.1581632653,1.240265319,0.5959183673
0.1581632653,1.2674286905,0.6142857143
0.1581632653,1.2948526655,0.6326530612
0.1581632653,1.3225311679,0.6510204082
0.1581632653,1.3504582605,0.6693877551
0.1581632653,1.378628136,0.687755102
0.1581632653,1.4070351102,0.706122449
0.1581632653,1.4356736158,0.7244897959
0.1581632653,1.4645381969,0.7428571429
0.1581632653,1.4936235052,0.7612244898
0.1581632653,1.5229242953,0.7795918367
0.1581632653,1.5524354222,0.7979591837
0.1581632653,1.5821518379,0.8163265306
0.1581632653,1.6120685896,0.8346938776
0.1581632653,1.6421808167,0.8530612245
0.1581632653,1.67248375,0.8714285714
0.1581632653,1.7029727093,0.8897959184
0.1581632653,1.7336431023,0.9081632653
0.1581632653,1.7644904235,0.9265306122
0.1581632653,1.7955102528,0.9448979592
0.1581632653,1.8266982547,0.9632653061
0.1581632653,1.8580501773,0.9816326531
0.1581632653,1.8895618514,1.0
0.1612244898,0.6517241703,0.1
0.1612244898,0.6682316014,0.1183673469
0.1612244898,0.6854693468,0.1367346939
0.1612244898,0.7033737284,0.1551020408
0.1612244898,0.7218936312,0.1734693878
0.1612244898,0.7409872222,0.1918367347
0.1612244898,0.7606196653,0.2102040816
0.1612244898,0.7807614893,0.2285714286
0.1612244898,0.8013873987,0.2469387755
0.1612244898,0.8224753921,0.2653061224
0.1612244898,0.8440060975,0.2836734694
0.1612244898,0.8659622644,0.3020408163
0.1612244898,0.8883283712,0.3204081633
0.1612244898,0.9110903176,0.3387755102
0.1612244898,0.9342351821,0.3571428571
0.1612244898,0.9577510284,0.3755102041
0.1612244898,0.9816267504,0.393877551
0.1612244898,1.0058519462,0.412244898
0.1612244898,1.030416816,0.4306122449
0.1612244898,1.0553120783,0.4489795918
0.1612244898,1.0805289008,0.4673469388
0.1612244898,1.1060588437,0.4857142857
0.1612244898,1.131893812,0.5040816327
0.1612244898,1.1580260162,0.5224489796
0.1612244898,1.1844479394,0.5408163265
0.1612244898,1.2111523093,0.5591836735
0.1612244898,1.2381320754,0.5775510204
0.1612244898,1.2653803888,0.5959183673
0.1612244898,1.2928905859,0.6142857143
0.1612244898,1.3206561743,0.6326530612
0.1612244898,1.348670821,0.6510204082
0.1612244898,1.376928342,0.6693877551
0.1612244898,1.4054226938,0.687755102
0.1612244898,1.434147966,0.706122449
0.1612244898,1.4630983753,0.7244897959
0.1612244898,1.4922682596,0.7428571429
0.1612244898,1.5216520739,0.7612244898
0.1612244898,1.5512443858,0.7795918367
0.1612244898,1.5810398727,0.7979591837
0.1612244898,1.6110333183,0.8163265306
0.1612244898,1.6412196104,0.8346938776
0.1612244898,1.6715937383,0.8530612245
0.1612244898,1.7021507913,0.8714285714
0.1612244898,1.7328859564,0.8897959184
0.1612244898,1.7637945173,0.9081632653
0.1612244898,1.7948718527,0.9265306122
0.1612244898,1.8261134349,0.9448979592
0.1612244898,1.8575148291,0.9632653061
0.1612244898,1.8890716917,0.9816326531
0.1612244898,1.92077977,1.0
0.1642857143,0.6669774671,0.1
0.1642857143,0.6838115728,0.1183673469
0.1642857143,0.7013869933,0.1367346939
0.1642857143,0.7196382663,0.1551020408
0.1642857143,0.7385127969,0.1734693878
0.1642857143,0.7579674987,0.1918367347
0.1642857143,0.7779664529,0.2102040816
0.1642857143,0.7984792374,0.2285714286
0.1642857143,0.8194797095,0.2469387755
0.1642857143,0.8409451034,0.2653061224
0.1642857143,0.8628553497,0.2836734694
0.1642857143,0.8851925559,0.3020408163
0.1642857143,0.9079406044,0.3204081633
0.1642857143,0.9310848378,0.3387755102
0.1642857143,0.9546118113,0.3571428571
0.1642857143,0.9785090944,0.3755102041
0.1642857143,1.0027651126,0.393877551
0.1642857143,1.0273690183,0.412244898
0.1642857143,1.052310587,0.4306122449
0.1642857143,1.077580131,0.4489795918
0.1642857143,1.1031684298,0.4673469388
0.1642857143,1.1290666712,0.4857142857
0.1642857143,1.1552664033,0.5040816327
0.1642857143,1.181759494,0.5224489796
0.1642857143,1.2085380977,0.5408163265
0.1642857143,1.2355946267,0.5591836735
0.1642857143,1.2629217275,0.5775510204
0.1642857143,1.2905122609,0.5959183673
0.1642857143,1.3183592849,0.6142857143
0.1642857143,1.3464560403,0.6326530612
0.1642857143,1.3747959387,0.6510204082
0.1642857143,1.403372552,0.6693877551
0.1642857143,1.4321796036,0.687755102
0.1642857143,1.4612109609,0.706122449
0.1642857143,1.4904606284,0.7244897959
0.1642857143,1.519922743,0.7428571429
0.1642857143,1.5495915684,0.7612244898
0.1642857143,1.5794614913,0.7795918367
0.1642857143,1.6095270179,0.7979591837
0.1642857143,1.6397827706,0.8163265306
0.1642857143,1.6702234856,0.8346938776
0.1642857143,1.7008440098,0.8530612245
0.1642857143,1.7316392995,0.8714285714
0.1642857143,1.7626044179,0.8897959184
0.1642857143,1.7937345338,0.9081632653
0.1642857143,1.8250249195,0.9265306122
0.1642857143,1.85647095,0.9448979592
0.1642857143,1.888068101,0.9632653061
0.1642857143,1.9198119484,0.9816326531
0.1642857143,1.9516981663,1.0
0.1673469388,0.682363151,0.1
0.1673469388,0.6995239271,0.1183673469
0.1673469388,0.7174368236,0.1367346939
0.1673469388,0.7360345657,0.1551020408
0.1673469388,0.7552630546,0.1734693878
0.1673469388,0.7750779286,0.1918367347
0.1673469388,0.7954421663,0.2102040816
0.1673469388,0.816324377,0.2285714286
0.1673469388,0.8376975545,0.2469387755
0.1673469388,0.8595381534,0.2653061224
0.1673469388,0.8818253931,0.2836734694
0.1673469388,0.9045407261,0.3020408163
0.1673469388,0.9276674269,0.3204081633
0.1673469388,0.9511902705,0.3387755102
0.1673469388,0.9750952786,0.3571428571
0.1673469388,0.9993695176,0.3755102041
0.1673469388,1.0240009361,0.393877551
0.1673469388,1.0489782337,0.412244898
0.1673469388,1.0742907545,0.4306122449
0.1673469388,1.0999283993,0.4489795918
0.1673469388,1.125881554,0.4673469388
0.1673469388,1.1521410301,0.4857142857
0.1673469388,1.1786980155,0.5040816327
0.1673469388,1.205544033,0.5224489796
0.1673469388,1.2326709065,0.5408163265
0.1673469388,1.2600707317,0.5591836735
0.1673469388,1.2877358521,0.5775510204
0.1673469388,1.3156588385,0.5959183673
0.1673469388,1.3438324715,0.6142857143
0.1673469388,1.3722497271,0.6326530612
0.1673469388,1.4009037642,0.6510204082
0.1673469388,1.4297879137,0.6693877551
0.1673469388,1.4588956696,0.687755102
0.1673469388,1.4882206815,0.706122449
0.1673469388,1.5177567474,0.7244897959
0.1673469388,1.5474978083,0.7428571429
0.1673469388,1.5774379431,0.7612244898
0.1673469388,1.6075713643,0.7795918367
0.1673469388,1.6378924145,0.7979591837
0.1673469388,1.6683955625,0.8163265306
0.1673469388,1.699075401,0.8346938776
0.1673469388,1.7299266437,0.8530612245
0.1673469388,1.7609441229,0.8714285714
0.1673469388,1.7921227876,0.8897959184
0.1673469388,1.8234577016,0.9081632653
0.1673469388,1.8549440415,0.9265306122
0.1673469388,1.8865770954,0.9448979592
0.1673469388,1.9183522611,0.9632653061
0.1673469388,1.9502650445,0.9816326531
0.1673469388,1.9823110587,1.0
0.1704081633,0.6978829233,0.1
0.1704081633,0.7153703223,0.1183673469
0.1704081633,0.7336204452,0.1367346939
0.1704081633,0.7525641765,0.1551020408
0.1704081633,0.7721458887,0.1734693878
0.1704081633,0.7923199226,0.1918367347
0.1704081633,0.8130481345,0.2102040816
0.1704081633,0.8342981471,0.2285714286
0.1704081633,0.856042074,0.2469387755
0.1704081633,0.8782555751,0.2653061224
0.1704081633,0.9009171446,0.2836734694
0.1704081633,0.9240075673,0.3020408163
0.1704081633,0.9475094982,0.3204081633
0.1704081633,0.9714071337,0.3387755102
0.1704081633,0.9956859525,0.3571428571
0.1704081633,1.0203325088,0.3755102041
0.1704081633,1.0453342666,0.393877551
0.1704081633,1.0706794657,0.412244898
0.1704081633,1.0963570124,0.4306122449
0.1704081633,1.1223563906,0.4489795918
0.1704081633,1.1486675885,0.4673469388
0.1704081633,1.1752810376,0.4857142857
0.1704081633,1.2021875624,0.5040816327
0.1704081633,1.229378339,0.5224489796
0.1704081633,1.2568448595,0.5408163265
0.1704081633,1.2845789025,0.5591836735
0.1704081633,1.3125725088,0.5775510204
0.1704081633,1.3408179605,0.5959183673
0.1704081633,1.3693077626,0.6142857143
0.1704081633,1.3980346289,0.6326530612
0.1704081633,1.4269914687,0.6510204082
0.1704081633,1.456171376,0.6693877551
0.1704081633,1.4855676202,0.687755102
0.1704081633,1.5151736381,0.706122449
0.1704081633,1.5449830271,0.7244897959
0.1704081633,1.5749895389,0.7428571429
0.1704081633,1.6051870749,0.7612244898
0.1704081633,1.6355696809,0.7795918367
0.1704081633,1.6661315438,0.7979591837
0.1704081633,1.6968669878,0.8163265306
0.1704081633,1.7277704712,0.8346938776
0.1704081633,1.758836584,0.8530612245
0.1704081633,1.7900600446,0.8714285714
0.1704081633,1.8214356983,0.8897959184
0.1704081633,1.8529585147,0.9081632653
0.1704081633,1.884623586,0.9265306122
0.1704081633,1.9164261247,0.9448979592
0.1704081633,1.9483614622,0.9632653061
0.1704081633,1.980425047,0.9816326531
0.1704081633,2.0126124432,1.0
0.1734693878,0.7135385144,0.1
0.1734693878,0.7313524436,0.1183673469
0.1734693878,0.7499394912,0.1367346939
0.1734693878,0.769228672,0.1551020408
0.1734693878,0.7891628046,0.1734693878
0.1734693878,0.8096949101,0.1918367347
0.1734693878,0.8307857025,0.2102040816
0.1734693878,0.8524017993,0.2285714286
0.1734693878,0.8745144176,0.2469387755
0.1734693878,0.8970984073,0.2653061224
0.1734693878,0.9201315236,0.2836734694
0.1734693878,0.9435938709,0.3020408163
0.1734693878,0.9674674727,0.3204081633
0.1734693878,0.9917359366,0.3387755102
0.1734693878,1.0163841886,0.3571428571
0.1734693878,1.0413982621,0.3755102041
0.1734693878,1.0667651288,0.393877551
0.1734693878,1.0924725619,0.412244898
0.1734693878,1.1185090244,0.4306122449
0.1734693878,1.1448635783,0.4489795918
0.1734693878,1.1715258099,0.4673469388
0.1734693878,1.1984857677,0.4857142857
0.1734693878,1.2257339108,0.5040816327
0.1734693878,1.2532610667,0.5224489796
0.1734693878,1.2810583952,0.5408163265
0.1734693878,1.3091173583,0.5591836735
0.1734693878,1.3374296952,0.5775510204
0.1734693878,1.3659874005,0.5959183673
0.1734693878,1.3947827068,0.6142857143
0.1734693878,1.4238080687,0.6326530612
0.1734693878,1.4530561501,0.6510204082
0.1734693878,1.4825198127,0.6693877551
0.1734693878,1.5121921069,0.687755102
0.1734693878,1.5420662628,0.706122449
0.1734693878,1.5721356838,0.7244897959
0.1734693878,1.6023939399,0.7428571429
0.1734693878,1.6328347625,0.7612244898
0.1734693878,1.6634520395,0.7795918367
0.1734693878,1.6942398112,0.7979591837
0.1734693878,1.7251922665,0.8163265306
0.1734693878,1.7563037396,0.8346938776
0.1734693878,1.7875687068,0.8530612245
0.1734693878,1.8189817839,0.8714285714
0.1734693878,1.8505377236,0.8897959184
0.1734693878,1.882231413,0.9081632653
0.1734693878,1.9140578714,0.9265306122
0.1734693878,1.9460122485,0.9448979592
0.1734693878,1.9780898218,0.9632653061
0.1734693878,2.0102859951,0.9816326531
0.1734693878,2.0425962964,1.0
0.1765306122,0.7293316837,0.1
0.1765306122,0.7474720039,0.1183673469
0.1765306122,0.7663956202,0.1367346939
0.1765306122,0.7860296488,0.1551020408
0.1765306122,0.8063153289,0.1734693878
0.1765306122,0.827204339,0.1918367347
0.1765306122,0.8486562307,0.2102040816
0.1765306122,0.870636598,0.2285714286
0.1765306122,0.8931157447,0.2469387755
0.1765306122,0.9160676954,0.2653061224
0.1765306122,0.9394694525,0.2836734694
0.1765306122,0.9633004269,0.3020408163
0.1765306122,0.9875419999,0.3204081633
0.1765306122,1.0121771793,0.3387755102
0.1765306122,1.037190329,0.3571428571
0.1765306122,1.0625669535,0.3755102041
0.1765306122,1.0882935249,0.393877551
0.1765306122,1.1143573434,0.412244898
0.1765306122,1.1407464231,0.4306122449
0.1765306122,1.1674494,0.4489795918
0.1765306122,1.1944554548,0.4673469388
0.1765306122,1.2217542503,0.4857142857
0.1765306122,1.2493358787,0.5040816327
0.1765306122,1.277190818,0.5224489796
0.1765306122,1.3053098958,0.5408163265
0.1765306122,1.3336842584,0.5591836735
0.1765306122,1.3623053447,0.5775510204
0.1765306122,1.3911648652,0.5959183673
0.1765306122,1.4202547827,0.6142857143
0.1765306122,1.4495672971,0.6326530612
0.1765306122,1.4790948315,0.6510204082
0.1765306122,1.5088300211,0.6693877551
0.1765306122,1.5387657033,0.687755102
0.1765306122,1.5688949088,0.706122449
0.1765306122,1.5992108545,0.7244897959
0.1765306122,1.6297069367,0.7428571429
0.1765306122,1.6603767258,0.7612244898
0.1765306122,1.6912139611,0.7795918367
0.1765306122,1.7222125462,0.7979591837
0.1765306122,1.7533665452,0.8163265306
0.1765306122,1.7846701787,0.8346938776
0.1765306122,1.8161178212,0.8530612245
0.1765306122,1.8477039971,0.8714285714
0.1765306122,1.8794233787,0.8897959184
0.1765306122,1.9112707831,0.9081632653
0.1765306122,1.9432411697,0.9265306122
0.1765306122,1.975329638,0.9448979592
0.1765306122,2.0075314251,0.9632653061
0.1765306122,2.0398419035,0.9816326531
0.1765306122,2.0722565789,1.0
0.1795918367,0.7452642208,0.1
0.1795918367,0.7637307442,0.1183673469
0.1795918367,0.7829905173,0.1367346939
0.1795918367,0.8029687279,0.1551020408
0.1795918367,0.8236050098,0.1734693878
0.1795918367,0.8448496764,0.1918367347
0.1795918367,0.866661096,0.2102040816
0.1795918367,0.8890038208,0.2285714286
0.1795918367,0.9118472241,0.2469387755
0.1795918367,0.9351644907,0.2653061224
0.1795918367,0.9589318555,0.2836734694
0.1795918367,0.9831280241,0.3020408163
0.1795918367,1.0077337234,0.3204081633
0.1795918367,1.0327313516,0.3387755102
0.1795918367,1.0581047015,0.3571428571
0.1795918367,1.0838387405,0.3755102041
0.1795918367,1.1099194341,0.393877551
0.1795918367,1.1363336034,0.412244898
0.1795918367,1.163068809,0.4306122449
0.1795918367,1.1901132566,0.4489795918
0.1795918367,1.2174557185,0.4673469388
0.1795918367,1.2450854697,0.4857142857
0.1795918367,1.2729922342,0.5040816327
0.1795918367,1.3011661408,0.5224489796
0.1795918367,1.3295976853,0.5408163265
0.1795918367,1.3582776997,0.5591836735
0.1795918367,1.3871973258,0.5775510204
0.1795918367,1.4163479925,0.5959183673
0.1795918367,1.4457213975,0.6142857143
0.1795918367,1.4753094904,0.6326530612
0.1795918367,1.5051044598,0.6510204082
0.1795918367,1.5350987205,0.6693877551
0.1795918367,1.565284904,0.687755102
0.1795918367,1.5956558495,0.706122449
0.1795918367,1.6262045958,0.7244897959
0.1795918367,1.6569243747,0.7428571429
0.1795918367,1.6878086055,0.7612244898
0.1795918367,1.7188508888,0.7795918367
0.1795918367,1.7500450024,0.7979591837
0.1795918367,1.7813848968,0.8163265306
0.1795918367,1.8128646911,0.8346938776
0.1795918367,1.8444786696,0.8530612245
0.1795918367,1.8762212783,0.8714285714
0.1795918367,1.908087122,0.8897959184
0.1795918367,1.9400709608,0.9081632653
0.1795918367,1.9721677079,0.9265306122
0.1795918367,2.0043724265,0.9448979592
0.1795918367,2.0366803271,0.9632653061
0.1795918367,2.0690867653,0.9816326531
0.1795918367,2.1015872388,1.0
0.1826530612,0.7613379458,0.1
0.1826530612,0.7801304345,0.1183673469
0.1826530612,0.7997258942,0.1367346939
0.1826530612,0.8200475543,0.1551020408
0.1826530612,0.8410334175,0.1734693878
0.1826530612,0.8626324082,0.1918367347
0.1826530612,0.8848016911,0.2102040816
0.1826530612,0.9075047577,0.2285714286
0.1826530612,0.9307100345,0.2469387755
0.1826530612,0.9543898501,0.2653061224
0.1826530612,0.9785196591,0.2836734694
0.1826530612,1.0030774487,0.3020408163
0.1826530612,1.0280432805,0.3204081633
