H,Omega_m0,a_av,a_av_tt,target
0.0819409603,0.200226306,0.852173913,0.0008051461,0.5321756944
0.0830433463,0.200226306,0.8390410959,0.0008007017,0.5468864342
0.084146296,0.200226306,0.826306914,0.0007966206,0.5620514287
0.0852497453,0.200226306,0.8139534884,0.0007928182,0.5776512844
0.0863536481,0.200226306,0.8019639935,0.0007892234,0.5936696407
0.0874579726,0.200226306,0.7903225806,0.0007857751,0.6100925246
0.0885626991,0.200226306,0.7790143084,0.0007824209,0.6269078638
0.0896678182,0.200226306,0.7680250784,0.0007791152,0.6441051142
0.0907733289,0.200226306,0.7573415765,0.0007758178,0.6616749706
0.0918792374,0.200226306,0.7469512195,0.0007724938,0.6796091408
0.092985556,0.200226306,0.7368421053,0.0007691116,0.6979001659
0.0940923025,0.200226306,0.7270029674,0.0007656435,0.7165412772
0.0951994991,0.200226306,0.7174231332,0.0007620642,0.7355262809
0.0963071715,0.200226306,0.7080924855,0.0007583512,0.7548494646
0.0974153493,0.200226306,0.6990014265,0.0007544839,0.7745055204
0.0985240644,0.200226306,0.6901408451,0.0007504436,0.7944894823
0.0996333515,0.200226306,0.6815020862,0.0007462131,0.8147966742
0.1007432472,0.200226306,0.6730769231,0.0007417767,0.835422667
0.1018537899,0.200226306,0.6648575305,0.00073712,0.8563632419
0.1029650198,0.200226306,0.6568364611,0.0007322295,0.8776143611
0.104076978,0.200226306,0.6490066225,0.0007270928,0.8991721419
0.1051897071,0.200226306,0.6413612565,0.0007216984,0.9210328354
0.1063032503,0.200226306,0.6338939198,0.0007160355,0.943192809
0.1074176518,0.200226306,0.6265984655,0.000710094,0.9656485302
0.1085329564,0.200226306,0.6194690265,0.0007038646,0.9883965544
0.1096492093,0.200226306,0.6125,0.0006973383,1.0114335135
0.1107664565,0.200226306,0.6056860321,0.0006905069,1.0347561067
0.1118847438,0.200226306,0.5990220049,0.0006833626,1.0583610923
0.1130041176,0.200226306,0.592503023,0.0006758979,1.0822452811
0.1141246243,0.200226306,0.5861244019,0.0006681059,1.1064055306
0.1152463104,0.200226306,0.5798816568,0.0006599799,1.13083874
0.1163692226,0.200226306,0.5737704918,0.0006515138,1.1555418458
0.1174934073,0.200226306,0.5677867903,0.0006427016,1.1805118189
0.118618911,0.200226306,0.5619266055,0.0006335377,1.205745661
0.11974578,0.200226306,0.5561861521,0.0006240168,1.2312404023
0.1208740605,0.200226306,0.5505617978,0.0006141338,1.2569930992
0.1220037985,0.200226306,0.5450500556,0.0006038838,1.283000833
0.1231350397,0.200226306,0.5396475771,0.0005932623,1.309260708
0.1242678296,0.200226306,0.534351145,0.0005822649,1.3357698504
0.1254022132,0.200226306,0.5291576674,0.0005708874,1.3625254073
0.1265382356,0.200226306,0.5240641711,0.0005591259,1.3895245461
0.1276759411,0.200226306,0.5190677966,0.0005469765,1.4167644537
0.128815374,0.200226306,0.5141657922,0.0005344358,1.4442423361
0.129956578,0.200226306,0.5093555094,0.0005215001,1.4719554181
0.1310995965,0.200226306,0.5046343975,0.0005081663,1.4999009431
0.1322444724,0.200226306,0.5,0.0004944312,1.5280761725
0.0775040162,0.2060863538,0.9090909091,0.0008525536,0.4922159342
0.0785967496,0.2060863538,0.8941605839,0.0008450615,0.5051405988
0.0796906234,0.2060863538,0.8797127469,0.0008385141,0.5186635014
0.080785448,0.2060863538,0.8657243816,0.0008327173,0.5327388697
0.0818810767,0.2060863538,0.852173913,0.0008275157,0.5473303464
0.0829773968,0.2060863538,0.8390410959,0.0008227831,0.5624085307
0.0840743226,0.2060863538,0.826306914,0.0008184155,0.5779492633
0.0851717906,0.2060863538,0.8139534884,0.0008143258,0.5939324008
0.0862697552,0.2060863538,0.8019639935,0.0008104405,0.6103409216
0.0873681858,0.2060863538,0.7903225806,0.0008066968,0.6271602623
0.0884670642,0.2060863538,0.7790143084,0.0008030407,0.6443778159
0.0895663824,0.2060863538,0.7680250784,0.0007994249,0.6619825493
0.0906661414,0.2060863538,0.7573415765,0.0007958085,0.6799647053
0.0917663495,0.2060863538,0.7469512195,0.000792155,0.69831557
0.0928670213,0.2060863538,0.7368421053,0.0007884322,0.7170272886
0.0939681767,0.2060863538,0.7270029674,0.0007846113,0.7360927179
0.0950698403,0.2060863538,0.7174231332,0.0007806665,0.755505308
0.0961720406,0.2060863538,0.7080924855,0.0007765742,0.7752590055
0.0972748094,0.2060863538,0.6990014265,0.0007723135,0.7953481757
0.0983781814,0.2060863538,0.6901408451,0.000767865,0.8157675372
0.0994821939,0.2060863538,0.6815020862,0.000763211,0.8365121092
0.1005868863,0.2060863538,0.6730769231,0.0007583353,0.8575771671
0.1016922995,0.2060863538,0.6648575305,0.0007532231,0.8789582052
0.1027984765,0.2060863538,0.6568364611,0.0007478606,0.9006509061
0.1039054611,0.2060863538,0.6490066225,0.0007422349,0.9226511148
0.1050132986,0.2060863538,0.6413612565,0.0007363342,0.9449548166
0.1061220349,0.2060863538,0.6338939198,0.0007301474,0.967558119
0.107231717,0.2060863538,0.6265984655,0.0007236642,0.9904572353
0.1083423922,0.2060863538,0.6194690265,0.000716875,1.0136484724
0.1094541087,0.2060863538,0.6125,0.0007097705,1.0371282186
0.1105669146,0.2060863538,0.6056860321,0.0007023425,1.0608929347
0.1116808587,0.2060863538,0.5990220049,0.0006945827,1.0849391453
0.1127959899,0.2060863538,0.592503023,0.0006864837,1.1092634322
0.1139123571,0.2060863538,0.5861244019,0.0006780383,1.1338624286
0.1150300094,0.2060863538,0.5798816568,0.0006692399,1.1587328139
0.1161489959,0.2060863538,0.5737704918,0.0006600819,1.1838713093
0.1172693655,0.2060863538,0.5677867903,0.0006505584,1.2092746747
0.1183911671,0.2060863538,0.5619266055,0.0006406637,1.2349397051
0.1195144494,0.2060863538,0.5561861521,0.0006303924,1.2608632285
0.1206392609,0.2060863538,0.5505617978,0.0006197392,1.2870421034
0.1217656498,0.2060863538,0.5450500556,0.0006086994,1.3134732172
0.1228936641,0.2060863538,0.5396475771,0.0005972682,1.3401534849
0.1240233516,0.2060863538,0.534351145,0.0005854412,1.3670798474
0.1251547594,0.2060863538,0.5291576674,0.0005732143,1.3942492709
0.1262879345,0.2060863538,0.5240641711,0.0005605834,1.421658746
0.1274229236,0.2060863538,0.5190677966,0.0005475448,1.449305287
0.1285597728,0.2060863538,0.5141657922,0.0005340948,1.4771859318
0.1296985278,0.2060863538,0.5093555094,0.0005202299,1.5052977409
0.130839234,0.2060863538,0.5046343975,0.000505947,1.5336377978
0.1319819361,0.2060863538,0.5,0.0004912428,1.5622032083
0.0774685278,0.2120000076,0.9090909091,0.0008763435,0.5061176029
0.078554962,0.2120000076,0.8941605839,0.0008685086,0.51936654
0.0796425865,0.2120000076,0.8797127469,0.0008616367,0.5332264549
0.0807312089,0.2120000076,0.8657243816,0.0008555278,0.5476500708
0.0818206807,0.2120000076,0.852173913,0.0008500222,0.5625997977
0.0829108882,0.2120000076,0.8390410959,0.0008449899,0.5780452025
0.0840017455,0.2120000076,0.826306914,0.0008403237,0.5939612445
0.0850931896,0.2120000076,0.8139534884,0.000835934,0.6103270146
0.0861851757,0.2120000076,0.8019639935,0.0008317451,0.6271248158
0.0872776743,0.2120000076,0.7903225806,0.0008276923,0.6443394799
0.0883706688,0.2120000076,0.7790143084,0.0008237199,0.6619578525
0.0894641532,0.2120000076,0.7680250784,0.0008197794,0.6799683989
0.0905581302,0.2120000076,0.7573415765,0.0008158284,0.6983608977
0.0916526105,0.2120000076,0.7469512195,0.0008118295,0.7171262023
0.0927476109,0.2120000076,0.7368421053,0.0008077495,0.736256051
0.0938431538,0.2120000076,0.7270029674,0.0008035586,0.7557429157
0.0949392663,0.2120000076,0.7174231332,0.0007992303,0.7755798801
0.0960359796,0.2120000076,0.7080924855,0.0007947404,0.7957605407
0.0971333282,0.2120000076,0.6990014265,0.0007900672,0.8162789265
0.0982313494,0.2120000076,0.6901408451,0.0007851908,0.8371294323
0.0993300834,0.2120000076,0.6815020862,0.000780093,0.8583067643
0.1004295722,0.2120000076,0.6730769231,0.0007747572,0.8798058944
0.1015298597,0.2120000076,0.6648575305,0.000769168,0.9016220225
0.1026309916,0.2120000076,0.6568364611,0.0007633113,0.9237505448
0.1037330147,0.2120000076,0.6490066225,0.0007571739,0.9461870272
0.1048359768,0.2120000076,0.6413612565,0.0007507437,0.968927183
0.1059399269,0.2120000076,0.6338939198,0.0007440092,0.9919668539
0.1070449145,0.2120000076,0.6265984655,0.0007369598,1.0153019939
0.10815099,0.2120000076,0.6194690265,0.0007295857,1.0389286561
0.109258204,0.2120000076,0.6125,0.0007218775,1.0628429808
0.1103666077,0.2120000076,0.6056860321,0.0007138266,1.0870411861
0.1114762523,0.2120000076,0.5990220049,0.0007054247,1.1115195591
0.1125871894,0.2120000076,0.592503023,0.0006966642,1.1362744496
0.1136994707,0.2120000076,0.5861244019,0.0006875376,1.1613022633
0.1148131477,0.2120000076,0.5798816568,0.0006780383,1.1865994573
0.115928272,0.2120000076,0.5737704918,0.0006681596,1.2121625354
0.1170448952,0.2120000076,0.5677867903,0.0006578955,1.2379880446
0.1181630686,0.2120000076,0.5619266055,0.0006472401,1.2640725722
0.1192828433,0.2120000076,0.5561861521,0.0006361879,1.2904127429
0.1204042701,0.2120000076,0.5505617978,0.0006247338,1.3170052166
0.1215273997,0.2120000076,0.5450500556,0.0006128728,1.3438466869
0.1226522823,0.2120000076,0.5396475771,0.0006006002,1.3709338795
0.1237789678,0.2120000076,0.534351145,0.0005879115,1.3982635508
0.1249075057,0.2120000076,0.5291576674,0.0005748025,1.4258324869
0.1260379451,0.2120000076,0.5240641711,0.0005612693,1.453637503
0.1271703347,0.2120000076,0.5190677966,0.0005473079,1.4816754427
0.1283047226,0.2120000076,0.5141657922,0.0005329148,1.5099431775
0.1294411567,0.2120000076,0.5093555094,0.0005180866,1.5384376062
0.130579684,0.2120000076,0.5046343975,0.0005028199,1.567155655
0.1317203514,0.2120000076,0.5,0.0004871117,1.5960942773
0.0774327258,0.2179679951,0.9090909091,0.0009003146,0.520134683
0.0785128071,0.2179679951,0.8941605839,0.0008921266,0.5337082725
0.0795941303,0.2179679951,0.8797127469,0.0008849195,0.547905449
0.0806764999,0.2179679951,0.8657243816,0.0008784877,0.5626774078
0.0817597658,0.2179679951,0.852173913,0.0008726666,0.5779853053
0.0828438136,0.2179679951,0.8390410959,0.0008673227,0.5937976574
0.0839285574,0.2179679951,0.826306914,0.0008623455,0.6100885249
0.0850139345,0.2179679951,0.8139534884,0.0008576429,0.626836217
0.0860999013,0.2179679951,0.8019639935,0.0008531369,0.6440223463
0.0871864296,0.2179679951,0.7903225806,0.000848761,0.6616311262
0.0882735044,0.2179679951,0.7790143084,0.0008444578,0.6796488414
0.0893611217,0.2179679951,0.7680250784,0.0008401774,0.6980634428
0.0904492864,0.2179679951,0.7573415765,0.0008358761,0.7168642333
0.0915380114,0.2179679951,0.7469512195,0.0008315154,0.736041622
0.092627316,0.2179679951,0.7368421053,0.0008270611,0.7555869294
0.0937172252,0.2179679951,0.7270029674,0.0008224827,0.775492232
0.0948077689,0.2179679951,0.7174231332,0.0008177526,0.7957502374
0.0958989808,0.2179679951,0.7080924855,0.0008128463,0.8163541825
0.0969908983,0.2179679951,0.6990014265,0.0008077411,0.837297751
0.0980835616,0.2179679951,0.6901408451,0.0008024168,0.8585750053
0.0991770137,0.2179679951,0.6815020862,0.0007968545,0.8801803304
0.1002712996,0.2179679951,0.6730769231,0.0007910373,0.9021083872
0.1013664662,0.2179679951,0.6648575305,0.0007849492,0.924354074
0.1024625618,0.2179679951,0.6568364611,0.0007785758,0.9469124938
0.1035596364,0.2179679951,0.6490066225,0.0007719036,0.969778927
0.1046577406,0.2179679951,0.6413612565,0.00076492,0.9929488089
0.1057569264,0.2179679951,0.6338939198,0.0007576134,1.0164177101
0.1068572462,0.2179679951,0.6265984655,0.000749973,1.0401813202
0.107958753,0.2179679951,0.6194690265,0.0007419885,1.0642354338
0.1090615005,0.2179679951,0.6125,0.0007336505,1.0885759391
0.1101655426,0.2179679951,0.6056860321,0.0007249501,1.1131988077
0.1112709333,0.2179679951,0.5990220049,0.0007158789,1.1381000861
0.1123777269,0.2179679951,0.592503023,0.0007064291,1.1632758889
0.1134859778,0.2179679951,0.5861244019,0.0006965931,1.1887223921
0.1145957402,0.2179679951,0.5798816568,0.0006863641,1.2144358282
0.1157070684,0.2179679951,0.5737704918,0.0006757354,1.2404124822
0.1168200163,0.2179679951,0.5677867903,0.0006647008,1.2666486871
0.1179346379,0.2179679951,0.5619266055,0.0006532545,1.2931408215
0.1190509868,0.2179679951,0.5561861521,0.0006413908,1.3198853064
0.1201691161,0.2179679951,0.5505617978,0.0006291045,1.3468786035
0.121289079,0.2179679951,0.5450500556,0.0006163906,1.3741172127
0.1224109279,0.2179679951,0.5396475771,0.0006032443,1.4015976714
0.1235347151,0.2179679951,0.534351145,0.0005896613,1.4293165526
0.1246604922,0.2179679951,0.5291576674,0.0005756373,1.457270464
0.1257883106,0.2179679951,0.5240641711,0.0005611683,1.4854560474
0.126918221,0.2179679951,0.5190677966,0.0005462504,1.5138699779
0.1280502736,0.2179679951,0.5141657922,0.00053088,1.5425089633
0.1291845182,0.2179679951,0.5093555094,0.0005150539,1.5713697439
0.130321004,0.2179679951,0.5046343975,0.0004987686,1.6004490922
0.1314597795,0.2179679951,0.5,0.0004820212,1.6297438124
0.0773966062,0.2239910571,0.9090909091,0.000924469,0.5342685953
0.0784702803,0.2239910571,0.8941605839,0.0009159174,0.5481671883
0.0795452491,0.2239910571,0.8797127469,0.0009083643,0.562701842
0.0806213147,0.2239910571,0.8657243816,0.0009015982,0.5778221998
0.0816983253,0.2239910571,0.852173913,0.00089545,0.5934881436
0.0827761658,0.2239910571,0.8390410959,0.0008897822,0.609667119
0.0838547505,0.2239910571,0.826306914,0.0008844814,0.6263322709
0.0849340173,0.2239910571,0.8139534884,0.0008794527,0.643461111
0.0860139237,0.2239910571,0.8019639935,0.0008746159,0.6610345462
0.087094443,0.2239910571,0.7903225806,0.0008699025,0.6790361573
0.0881755622,0.2239910571,0.7790143084,0.0008652535,0.697451655
0.089257279,0.2239910571,0.7680250784,0.0008606176,0.7162684633
0.090339601,0.2239910571,0.7573415765,0.0008559499,0.7354753972
0.0914225433,0.2239910571,0.7469512195,0.0008512106,0.75506241
0.0925061279,0.2239910571,0.7368421053,0.0008463647,0.7750203937
0.0935903825,0.2239910571,0.7270029674,0.0008413807,0.795341019
0.0946753398,0.2239910571,0.7174231332,0.0008362304,0.8160166076
0.0957610363,0.2239910571,0.7080924855,0.0008308883,0.8370400274
0.0968475124,0.2239910571,0.6990014265,0.0008253313,0.858404608
0.0979348113,0.2239910571,0.6901408451,0.0008195385,0.8801040711
0.099022979,0.2239910571,0.6815020862,0.0008134907,0.9021324724
0.1001120635,0.2239910571,0.6730769231,0.0008071702,0.9244841547
0.1012021146,0.2239910571,0.6648575305,0.0008005609,0.9471537073
0.1022931839,0.2239910571,0.6568364611,0.0007936478,0.9701359336
0.1033853242,0.2239910571,0.6490066225,0.0007864171,0.9934258227
0.1044785893,0.2239910571,0.6413612565,0.000778856,1.0170185261
0.1055730341,0.2239910571,0.6338939198,0.0007709526,1.0409093382
0.1066687139,0.2239910571,0.6265984655,0.0007626957,1.0650936794
0.1077656849,0.2239910571,0.6194690265,0.0007540749,1.0895670818
0.1088640035,0.2239910571,0.6125,0.0007450806,1.1143251777
0.1099637266,0.2239910571,0.6056860321,0.0007357036,1.1393636889
0.1110649109,0.2239910571,0.5990220049,0.0007259355,1.1646784185
0.1121676137,0.2239910571,0.592503023,0.0007157681,1.1902652432
0.1132718921,0.2239910571,0.5861244019,0.000705194,1.2161201076
0.1143778029,0.2239910571,0.5798816568,0.0006942061,1.2422390184
0.1154854032,0.2239910571,0.5737704918,0.0006827976,1.2686180402
0.1165947496,0.2239910571,0.5677867903,0.0006709623,1.2952532916
0.1177058985,0.2239910571,0.5619266055,0.0006586943,1.3221409423
0.1188189061,0.2239910571,0.5561861521,0.0006459878,1.3492772099
0.119933828,0.2239910571,0.5505617978,0.0006328376,1.3766583583
0.1210507197,0.2239910571,0.5450500556,0.0006192388,1.404280695
0.1221696362,0.2239910571,0.5396475771,0.0006051864,1.4321405705
0.1232906318,0.2239910571,0.534351145,0.0005906761,1.4602343762
0.1244137606,0.2239910571,0.5291576674,0.0005757037,1.4885585437
0.1255390759,0.2239910571,0.5240641711,0.0005602651,1.5171095441
0.1266666308,0.2239910571,0.5190677966,0.0005443565,1.5458838868
0.1277964776,0.2239910571,0.5141657922,0.0005279744,1.5748781197
0.1289286679,0.2239910571,0.5093555094,0.0005111154,1.6040888279
0.1300632529,0.2239910571,0.5046343975,0.0004937763,1.6335126343
0.1312002831,0.2239910571,0.5,0.0004759541,1.6631461986
0.0773601647,0.2300699475,0.9090909091,0.0009488087,0.5485207837
0.0784273765,0.2300699475,0.8941605839,0.0009398827,0.5627447015
0.0794959376,0.2300699475,0.8797127469,0.0009319725,0.5776170129
0.0805656473,0.2300699475,0.8657243816,0.0009248606,0.5930857855
0.0816363526,0.2300699475,0.852173913,0.0009183733,0.6091096046
0.0827079377,0.2300699475,0.8390410959,0.0009123693,0.6256548267
0.0837803173,0.2300699475,0.826306914,0.0009067318,0.6426936631
0.0848534299,0.2300699475,0.8139534884,0.0009013634,0.6602028114
0.0859272345,0.2300699475,0.8019639935,0.0008961817,0.6781624579
0.087001706,0.2300699475,0.7903225806,0.0008911161,0.6965555368
0.0880768332,0.2300699475,0.7790143084,0.0008861061,0.7153671709
0.0891526162,0.2300699475,0.7680250784,0.0008810989,0.7345842449
0.090229065,0.2300699475,0.7573415765,0.0008760482,0.7541950738
0.0913061972,0.2300699475,0.7469512195,0.0008709133,0.7741891437
0.0923840377,0.2300699475,0.7368421053,0.000865658,0.7945569072
0.093462617,0.2300699475,0.7270029674,0.00086025,0.8152896191
0.0945419706,0.2300699475,0.7174231332,0.0008546603,0.8363792053
0.0956221382,0.2300699475,0.7080924855,0.0008488628,0.8578181556
0.0967031631,0.2300699475,0.6990014265,0.0008428337,0.8795994369
0.0977850918,0.2300699475,0.6901408451,0.0008365515,0.9017164216
0.0988679732,0.2300699475,0.6815020862,0.0008299965,0.9241628289
0.0999518585,0.2300699475,0.6730769231,0.0008231506,0.9469326757
0.1010368008,0.2300699475,0.6648575305,0.0008159972,0.9700202363
0.1021228548,0.2300699475,0.6568364611,0.000808521,0.9934200078
0.1032100763,0.2300699475,0.6490066225,0.0008007078,1.0171266822
0.1042985223,0.2300699475,0.6413612565,0.0007925445,1.0411351223
0.1053882508,0.2300699475,0.6338939198,0.0007840189,1.0654403415
0.1064793203,0.2300699475,0.6265984655,0.0007751197,1.0900374865
0.1075717898,0.2300699475,0.6194690265,0.0007658362,1.1149218233
0.1086657189,0.2300699475,0.6125,0.0007561585,1.1400887248
0.1097611673,0.2300699475,0.6056860321,0.0007460774,1.1655336603
0.1108581949,0.2300699475,0.5990220049,0.0007355842,1.191252187
0.1119568617,0.2300699475,0.592503023,0.0007246707,1.2172399423
0.1130572276,0.2300699475,0.5861244019,0.0007133293,1.2434926375
0.1141593523,0.2300699475,0.5798816568,0.0007015527,1.2700060525
0.1152632956,0.2300699475,0.5737704918,0.0006893343,1.2967760312
0.1163691167,0.2300699475,0.5677867903,0.0006766676,1.3237984778
0.1174768747,0.2300699475,0.5619266055,0.0006635467,1.3510693534
0.1185866283,0.2300699475,0.5561861521,0.0006499658,1.3785846731
0.1196984358,0.2300699475,0.5505617978,0.0006359197,1.4063405042
0.120812355,0.2300699475,0.5450500556,0.0006214033,1.4343329636
0.1219284432,0.2300699475,0.5396475771,0.0006064119,1.4625582169
0.1230467573,0.2300699475,0.534351145,0.000590941,1.4910124765
0.1241673534,0.2300699475,0.5291576674,0.0005749864,1.5196920008
0.1252902873,0.2300699475,0.5240641711,0.0005585441,1.5485930934
0.1264156139,0.2300699475,0.5190677966,0.0005416104,1.577712102
0.1275433877,0.2300699475,0.5141657922,0.0005241817,1.6070454182
0.1286736625,0.2300699475,0.5093555094,0.0005062547,1.6365894768
0.1298064914,0.2300699475,0.5046343975,0.0004878263,1.6663407555
0.1309419266,0.2300699475,0.5,0.0004688935,1.6962957748
0.077323397,0.2362054342,0.9090909091,0.0009733358,0.5628927155
0.0783840909,0.2362054342,0.8941605839,0.0009640244,0.5774422484
0.07944619,0.2362054342,0.8797127469,0.0009557457,0.5926523619
0.0805094914,0.2362054342,0.8657243816,0.0009482763,0.6084695226
0.0815738406,0.2362054342,0.852173913,0.0009414377,0.6248509982
0.0826391218,0.2362054342,0.8390410959,0.0009350846,0.641762036
0.0837052497,0.2362054342,0.826306914,0.0009290972,0.6591738958
0.0847721641,0.2362054342,0.8139534884,0.0009233753,0.677062445
0.085839825,0.2362054342,0.8019639935,0.0009178341,0.6954071339
0.0869082095,0.2362054342,0.7903225806,0.0009124014,0.7141902354
0.0879773084,0.2362054342,0.7790143084,0.0009070147,0.7333962713
0.0890471241,0.2362054342,0.7680250784,0.0009016198,0.753011574
0.0901176692,0.2362054342,0.7573415765,0.0008961693,0.7730239464
0.0911889641,0.2362054342,0.7469512195,0.0008906212,0.7934223964
0.0922610365,0.2362054342,0.7368421053,0.0008849383,0.8141969261
0.09333392,0.2362054342,0.7270029674,0.0008790876,0.8353383644
0.094407653,0.2362054342,0.7174231332,0.0008730391,0.8568382316
0.0954822786,0.2362054342,0.7080924855,0.000866766,0.8786886303
0.0965578431,0.2362054342,0.6990014265,0.000860244,0.9008821562
0.0976343963,0.2362054342,0.6901408451,0.000853451,0.9234118246
0.0987119904,0.2362054342,0.6815020862,0.0008463668,0.9462710104
0.0997906798,0.2362054342,0.6730769231,0.0008389728,0.9694533982
0.1008705208,0.2362054342,0.6648575305,0.000831252,0.99295294
0.1019515715,0.2362054342,0.6568364611,0.0008231887,1.0167638215
0.1030338909,0.2362054342,0.6490066225,0.0008147685,1.040880432
0.1041175393,0.2362054342,0.6413612565,0.0008059779,1.0652973405
0.1052025777,0.2362054342,0.6338939198,0.0007968045,1.0900092749
0.1062890679,0.2362054342,0.6265984655,0.0007872366,1.1150111049
0.1073770721,0.2362054342,0.6194690265,0.0007772634,1.1402978267
0.108466653,0.2362054342,0.6125,0.0007668749,1.1658645511
0.1095578732,0.2362054342,0.6056860321,0.0007560617,1.1917064925
0.1106507957,0.2362054342,0.5990220049,0.0007448148,1.2178189603
0.1117454835,0.2362054342,0.592503023,0.000733126,1.2441973511
0.1128419992,0.2362054342,0.5861244019,0.0007209876,1.2708371423
0.1139404057,0.2362054342,0.5798816568,0.0007083923,1.2977338866
0.1150407653,0.2362054342,0.5737704918,0.0006953333,1.3248832074
0.1161431401,0.2362054342,0.5677867903,0.0006818041,1.3522807948
0.1172475918,0.2362054342,0.5619266055,0.0006677987,1.3799224024
0.1183541818,0.2362054342,0.5561861521,0.0006533113,1.4078038443
0.1194629708,0.2362054342,0.5505617978,0.0006383368,1.435920993
0.1205740191,0.2362054342,0.5450500556,0.00062287,1.4642697774
0.1216873866,0.2362054342,0.5396475771,0.0006069062,1.4928461808
0.1228031324,0.2362054342,0.534351145,0.0005904409,1.5216462399
0.123921315,0.2362054342,0.5291576674,0.00057347,1.5506660435
0.1250419923,0.2362054342,0.5240641711,0.0005559895,1.5799017316
0.1261652215,0.2362054342,0.5190677966,0.0005379958,1.6093494946
0.1272910591,0.2362054342,0.5141657922,0.0005194853,1.6390055727
0.1284195609,0.2362054342,0.5093555094,0.0005004549,1.6688662552
0.129550782,0.2362054342,0.5046343975,0.0004809013,1.6989278805
0.1306847765,0.2362054342,0.5,0.0004608219,1.7291868354
0.0772862989,0.2423982988,0.9090909091,0.0009980523,0.577385882
0.0783404183,0.2423982988,0.8941605839,0.0009883443,0.5922612882
0.0793960006,0.2423982988,0.8797127469,0.0009796855,0.6078093104
0.0804528405,0.2423982988,0.8657243816,0.0009718465,0.6239747893
0.0815107826,0.2423982988,0.852173913,0.0009646439,0.6407136526
0.0825697106,0.2423982988,0.8390410959,0.0009579288,0.6579900187
0.0836295399,0.2423982988,0.826306914,0.0009515778,0.6757741781
0.0846902114,0.2423982988,0.8139534884,0.0009454882,0.694041151
0.0857516867,0.2423982988,0.8019639935,0.0009395729,0.7127696362
0.0868139447,0.2423982988,0.7903225806,0.0009337576,0.731941231
0.0878769786,0.2423982988,0.7790143084,0.0009279783,0.7515398427
0.0889407934,0.2423982988,0.7680250784,0.0009221791,0.7715512384
0.0900054042,0.2423982988,0.7573415765,0.0009163114,0.7919626973
0.0910708346,0.2423982988,0.7469512195,0.0009103322,0.8127627371
0.0921371152,0.2423982988,0.7368421053,0.0009042032,0.8339408991
0.0932042826,0.2423982988,0.7270029674,0.0008978904,0.8554875759
0.0942723786,0.2423982988,0.7174231332,0.0008913632,0.877393873
0.0953414495,0.2423982988,0.7080924855,0.000884594,0.8996514968
0.096411545,0.2423982988,0.6990014265,0.000877558,0.9222526632
0.0974827182,0.2423982988,0.6901408451,0.0008702323,0.9451900229
0.0985550247,0.2423982988,0.6815020862,0.0008625964,0.9684565993
0.0996285223,0.2423982988,0.6730769231,0.0008546311,0.9920457375
0.1007032707,0.2423982988,0.6648575305,0.0008463192,1.015951062
0.1017793313,0.2423982988,0.6568364611,0.0008376445,1.0401664406
0.1028567666,0.2423982988,0.6490066225,0.0008285922,1.0646859554
0.1039356401,0.2423982988,0.6413612565,0.0008191487,1.0895038769
0.1050160162,0.2423982988,0.6338939198,0.0008093011,1.114614644
0.1060979599,0.2423982988,0.6265984655,0.0007990378,1.1400128454
0.1071815368,0.2423982988,0.6194690265,0.0007883475,1.1656932048
0.1082668124,0.2423982988,0.6125,0.0007772202,1.1916505686
0.1093538529,0.2423982988,0.6056860321,0.0007656462,1.2178798945
0.1104427242,0.2423982988,0.5990220049,0.0007536166,1.2443762429
0.1115334921,0.2423982988,0.592503023,0.000741123,1.2711347687
0.1126262226,0.2423982988,0.5861244019,0.0007281575,1.2981507151
0.1137209812,0.2423982988,0.5798816568,0.0007147128,1.3254194079
0.1148178331,0.2423982988,0.5737704918,0.0007007821,1.3529362504
0.1159168433,0.2423982988,0.5677867903,0.0006863588,1.3806967201
0.1170180762,0.2423982988,0.5619266055,0.0006714368,1.4086963646
0.1181215957,0.2423982988,0.5561861521,0.0006560106,1.4369307994
0.1192274652,0.2423982988,0.5505617978,0.0006400747,1.4653957047
0.1203357477,0.2423982988,0.5450500556,0.0006236241,1.4940868241
0.1214465052,0.2423982988,0.5396475771,0.0006066541,1.5229999624
0.1225597994,0.2423982988,0.534351145,0.0005891604,1.5521309844
0.123675691,0.2423982988,0.5291576674,0.0005711387,1.5814758136
0.1247942403,0.2423982988,0.5240641711,0.0005525853,1.6110304311
0.1259155065,0.2423982988,0.5190677966,0.0005334964,1.6407908751
0.1270395483,0.2423982988,0.5141657922,0.0005138686,1.6707532399
0.1281664234,0.2423982988,0.5093555094,0.0004936989,1.7009136753
0.1292961889,0.2423982988,0.5046343975,0.0004729842,1.7312683862
0.1304289009,0.2423982988,0.5,0.0004517217,1.7618136324
0.0772488657,0.2486493373,0.9090909091,0.0010229604,0.5920017989
0.0782963535,0.2486493373,0.8941605839,0.0010128443,0.6072033033
0.0793453635,0.2486493373,0.8797127469,0.0010037934,0.6230893017
0.0803956883,0.2486493373,0.8657243816,0.0009955725,0.6396029837
0.0814471714,0.2486493373,0.852173913,0.0009879932,0.6566989143
0.0824996965,0.2486493373,0.8390410959,0.0009809026,0.6743400633
0.0835531798,0.2486493373,0.826306914,0.0009741742,0.6924957332
0.0846075633,0.2486493373,0.8139534884,0.0009677024,0.7111400804
0.0856628105,0.2486493373,0.8019639935,0.0009613978,0.7302510366
0.0867189024,0.2486493373,0.7903225806,0.0009551842,0.7498095089
