Hav,OmM,OmR,OomQ,target,z
0.0967749944,0.2300699475,0.928231009,-0.1583009565,-5.2395188806,0.432805146
0.0969315955,0.2300699475,0.928231009,-0.1583009565,-5.5864148246,0.4327120024
0.0972405618,0.2300699475,0.928231009,-0.1583009565,-5.6218400289,0.4384147583
0.0975564647,0.2300699475,0.928231009,-0.1583009565,-5.6451129905,0.4443694228
0.0978733429,0.2300699475,0.928231009,-0.1583009565,-5.6684822961,0.4503487381
0.0981911995,0.2300699475,0.928231009,-0.1583009565,-5.6919483446,0.4563528062
0.098510038,0.2300699475,0.928231009,-0.1583009565,-5.7155115365,0.4623817296
0.0986569609,0.2300699475,0.928231009,-0.1583009565,-6.0897280958,0.4617746444
0.0989772385,0.2300699475,0.928231009,-0.1583009565,-6.1149379927,0.4678260128
0.0992985063,0.2300699475,0.928231009,-0.1583009565,-6.1402522522,0.4739024323
0.0996207676,0.2300699475,0.928231009,-0.1583009565,-6.1656713061,0.4800040066
0.0999440259,0.2300699475,0.928231009,-0.1583009565,-6.1911955883,0.4861308398
0.1002673922,0.2300699475,0.928231009,-0.1583009565,-6.218615022,0.4922483006
0.1004139196,0.2300699475,0.928231009,-0.1583009565,-6.6019124834,0.491470948
0.1007371284,0.2300699475,0.928231009,-0.1583009565,-6.6342433682,0.4975477786
0.101063844,0.2300699475,0.928231009,-0.1583009565,-6.6617074174,0.5037472385
0.1013915726,0.2300699475,0.928231009,-0.1583009565,-6.6892851606,0.5099723626
0.1017203179,0.2300699475,0.928231009,-0.1583009565,-6.7169770685,0.5162232571
0.1020500836,0.2300699475,0.928231009,-0.1583009565,-6.7447836138,0.5225000286
0.1022058686,0.2300699475,0.928231009,-0.1583009565,-7.1189873931,0.5219204657
0.1025206178,0.2300699475,0.928231009,-0.1583009565,-7.1810795957,0.5275710872
0.10285287,0.2300699475,0.928231009,-0.1583009565,-7.2108074053,0.5338948358
0.1031861558,0.2300699475,0.928231009,-0.1583009565,-7.2406582802,0.5402447631
0.1035204789,0.2300699475,0.928231009,-0.1583009565,-7.2706327301,0.5466209775
0.1038558434,0.2300699475,0.928231009,-0.1583009565,-7.3007312664,0.5530235878
0.1040324599,0.2300699475,0.928231009,-0.1583009565,-7.6444006728,0.5530981651
0.104328155,0.2300699475,0.928231009,-0.1583009565,-7.7567994406,0.5578869154
0.1046660383,0.2300699475,0.928231009,-0.1583009565,-7.7889105811,0.5643361638
0.1050049766,0.2300699475,0.928231009,-0.1583009565,-7.8211546535,0.5708121103
0.1053449742,0.2300699475,0.928231009,-0.1583009565,-7.853532208,0.5773148656
0.1056860352,0.2300699475,0.928231009,-0.1583009565,-7.8860437971,0.5838445406
0.1058942706,0.2300699475,0.928231009,-0.1583009565,-8.1796232915,0.5850140124
0.1061604278,0.2300699475,0.928231009,-0.1583009565,-8.3624497311,0.5884932618
0.1065040427,0.2300699475,0.928231009,-0.1583009565,-8.397068107,0.5950692124
0.1068487355,0.2300699475,0.928231009,-0.1583009565,-8.431829794,0.6016723858
0.1071945103,0.2300699475,0.928231009,-0.1583009565,-8.4667353853,0.6083028947
0.1075413717,0.2300699475,0.928231009,-0.1583009565,-8.5017854768,0.6149608521
0.1077919081,0.2300699475,0.928231009,-0.1583009565,-8.7259857995,0.6176784541
0.1080181897,0.2300699475,0.928231009,-0.1583009565,-8.999124593,0.6193883572
0.1083676433,0.2300699475,0.928231009,-0.1583009565,-9.0363786379,0.6260922056
0.1087181985,0.2300699475,0.928231009,-0.1583009565,-9.0737869049,0.6328238061
0.1090698598,0.2300699475,0.928231009,-0.1583009565,-9.1113500325,0.6395832737
0.1094226319,0.2300699475,0.928231009,-0.1583009565,-9.1490686617,0.6463707238
0.1097260097,0.2300699475,0.928231009,-0.1583009565,-9.2847049809,0.651102357
0.1099089534,0.2300699475,0.928231009,-0.1583009565,-9.6550824269,0.6508464376
0.1102573246,0.2300699475,0.928231009,-0.1583009565,-9.7086533374,0.6573894504
0.1106138557,0.2300699475,0.928231009,-0.1583009565,-9.7488446475,0.6642506134
0.1109715181,0.2300699475,0.928231009,-0.1583009565,-9.7892023393,0.6711401799
0.1113303165,0.2300699475,0.928231009,-0.1583009565,-9.8297271014,0.6780582674
0.1116902559,0.2300699475,0.928231009,-0.1583009565,-9.8704196256,0.685004994
0.1118879485,0.2300699475,0.928231009,-0.1583009565,-10.2269196462,0.6851473917
0.1121739899,0.2300699475,0.928231009,-0.1583009565,-10.415084045,0.6889594627
0.1125366171,0.2300699475,0.928231009,-0.1583009565,-10.4581997953,0.6959513174
0.1129004018,0.2300699475,0.928231009,-0.1583009565,-10.5014940336,0.7029721166
0.113265349,0.2300699475,0.928231009,-0.1583009565,-10.5449674989,0.7100219801
0.1136314638,0.2300699475,0.928231009,-0.1583009565,-10.588620933,0.7171010281
0.1139049748,0.2300699475,0.928231009,-0.1583009565,-10.8138999839,0.7202321034
0.114118283,0.2300699475,0.928231009,-0.1583009565,-11.1575667266,0.7207868849
0.1144871321,0.2300699475,0.928231009,-0.1583009565,-11.2037561629,0.7279104969
0.1148571661,0.2300699475,0.928231009,-0.1583009565,-11.2501368115,0.7350635988
0.1152283901,0.2300699475,0.928231009,-0.1583009565,-11.2967094639,0.7422463126
0.1156008096,0.2300699475,0.928231009,-0.1583009565,-11.3434749151,0.7494587611
0.1159607479,0.2300699475,0.928231009,-0.1583009565,-11.4169993359,0.7561121976
0.1161685214,0.2300699475,0.928231009,-0.1583009565,-11.7880814911,0.756192867
0.1164664733,0.2300699475,0.928231009,-0.1583009565,-11.9868199975,0.7601272144
0.1168428905,0.2300699475,0.928231009,-0.1583009565,-12.0364423275,0.7674136851
0.1172205266,0.2300699475,0.928231009,-0.1583009565,-12.0862700812,0.77473032
0.1175993869,0.2300699475,0.928231009,-0.1583009565,-12.1363041088,0.7820772439
0.1179794773,0.2300699475,0.928231009,-0.1583009565,-12.1865452643,0.7894545821
0.118272299,0.2300699475,0.928231009,-0.1583009565,-12.4095777641,0.7929932839
0.1184894721,0.2300699475,0.928231009,-0.1583009565,-12.7822152834,0.7931983093
0.1188584119,0.2300699475,0.928231009,-0.1583009565,-12.8624278513,0.8000075208
0.1192426012,0.2300699475,0.928231009,-0.1583009565,-12.915674971,0.8074590857
0.119628045,0.2300699475,0.928231009,-0.1583009565,-12.96914252,0.8149414981
0.1200147491,0.2300699475,0.928231009,-0.1583009565,-13.0228314109,0.8224548858
0.1204027192,0.2300699475,0.928231009,-0.1583009565,-13.0767425598,0.829999377
0.1206425742,0.2300699475,0.928231009,-0.1583009565,-13.4240695464,0.8309361327
0.1209048327,0.2300699475,0.928231009,-0.1583009565,-13.7298516232,0.8328377865
0.1212957238,0.2300699475,0.928231009,-0.1583009565,-13.7866896527,0.8404252603
0.1216879005,0.2300699475,0.928231009,-0.1583009565,-13.8437629769,0.8480441441
0.122081369,0.2300699475,0.928231009,-0.1583009565,-13.9010725699,0.8556945682
0.1224761353,0.2300699475,0.928231009,-0.1583009565,-13.9586194097,0.8633766631
0.1228372435,0.2300699475,0.928231009,-0.1583009565,-14.0856754607,0.8695102849
0.1230733098,0.2300699475,0.928231009,-0.1583009565,-14.4629936822,0.8699615212
0.1233811101,0.2300699475,0.928231009,-0.1583009565,-14.7011496488,0.873622046
0.1237801767,0.2300699475,0.928231009,-0.1583009565,-14.7620086005,0.8813783559
0.1241805677,0.2300699475,0.928231009,-0.1583009565,-14.8231194926,0.889166775
0.1245822894,0.2300699475,0.928231009,-0.1583009565,-14.8844833679,0.8969874362
0.1249853482,0.2300699475,0.928231009,-0.1583009565,-14.9461012737,0.9048404728
0.1253197915,0.2300699475,0.928231009,-0.1583009565,-15.1480827261,0.9095059464
0.1255663237,0.2300699475,0.928231009,-0.1583009565,-15.5287730287,0.9100910804
0.1259062113,0.2300699475,0.928231009,-0.1583009565,-15.7257990371,0.9149379582
0.1263136906,0.2300699475,0.928231009,-0.1583009565,-15.7908997719,0.9228653054
0.1267225347,0.2300699475,0.928231009,-0.1583009565,-15.8562700069,0.9308254697
0.1271327502,0.2300699475,0.928231009,-0.1583009565,-15.9219108577,0.938818587
0.1275443438,0.2300699475,0.928231009,-0.1583009565,-15.9878234446,0.9468447938
0.1278661056,0.2300699475,0.928231009,-0.1583009565,-16.2390896619,0.9506244444
0.1281235167,0.2300699475,0.928231009,-0.1583009565,-16.623754562,0.9513472461
0.1284818942,0.2300699475,0.928231009,-0.1583009565,-16.8070581494,0.9567700189
0.1288980348,0.2300699475,0.928231009,-0.1583009565,-16.8766350168,0.96487054
0.1293155823,0.2300699475,0.928231009,-0.1583009565,-16.9464999145,0.9730045951
0.1297345438,0.2300699475,0.928231009,-0.1583009565,-17.0166540348,0.981172323
0.1301549261,0.2300699475,0.928231009,-0.1583009565,-17.0870985749,0.9893738633
0.1304781389,0.2300699475,0.928231009,-0.1583009565,-17.361002413,0.9928885256
0.1307468643,0.2300699475,0.928231009,-0.1583009565,-17.7502355268,0.993753014
0.1311104104,0.2300699475,0.928231009,-0.1583009565,-17.9476906319,0.999117838
0.1311558231,0.2300699475,0.928231009,-0.1583009565,-17.9556259461,1.0000017193
0.0715898516,0.2362054342,0.9263030978,-0.1625085319,0.0,0.0
0.0717968859,0.2362054342,0.9263030978,-0.1625085319,-0.1723550821,0.0032488281
0.0720272366,0.2362054342,0.9263030978,-0.1625085319,-0.1730681591,0.0073995248
0.0722585505,0.2362054342,0.9263030978,-0.1625085319,-0.1737841863,0.0115673939
0.0724908176,0.2362054342,0.9263030978,-0.1625085319,-0.1745031758,0.0157525066
0.0727240289,0.2362054342,0.9263030978,-0.1625085319,-0.17522514,0.0199549342
0.0729294207,0.2362054342,0.9263030978,-0.1625085319,-0.3554221525,0.023065599
0.0731643825,0.2362054342,0.9263030978,-0.1625085319,-0.3568926247,0.0272982827
0.0734002661,0.2362054342,0.9263030978,-0.1625085319,-0.3583691807,0.0315484781
0.0736370649,0.2362054342,0.9263030978,-0.1625085319,-0.3598518455,0.0358162577
0.0738747729,0.2362054342,0.9263030978,-0.1625085319,-0.3613406445,0.0401016941
0.0740781817,0.2362054342,0.9263030978,-0.1625085319,-0.5488493799,0.0430720811
0.0743175595,0.2362054342,0.9263030978,-0.1625085319,-0.55112011,0.0473875367
0.0745578316,0.2362054342,0.9263030978,-0.1625085319,-0.5534002346,0.0517208465
0.0747989936,0.2362054342,0.9263030978,-0.1625085319,-0.5556897928,0.0560720843
0.0750410412,0.2362054342,0.9263030978,-0.1625085319,-0.5579888234,0.0604413242
0.0752418112,0.2362054342,0.9263030978,-0.1625085319,-0.75451126,0.0632535645
0.0754854673,0.2362054342,0.9263030978,-0.1625085319,-0.7576328658,0.0676525161
0.0757299993,0.2362054342,0.9263030978,-0.1625085319,-0.7607673865,0.0720696673
0.0759754041,0.2362054342,0.9263030978,-0.1625085319,-0.7639148755,0.0765050933
0.076221679,0.2362054342,0.9263030978,-0.1625085319,-0.7670753865,0.0809588699
0.0764197821,0.2362054342,0.9263030978,-0.1625085319,-0.9715440692,0.0836160358
0.0766676188,0.2362054342,0.9263030978,-0.1625085319,-0.9755635952,0.0880992321
0.0769163193,0.2362054342,0.9263030978,-0.1625085319,-0.9795997509,0.0926009766
0.0771658816,0.2362054342,0.9263030978,-0.1625085319,-0.9836526053,0.0971213459
0.0774163042,0.2362054342,0.9263030978,-0.1625085319,-0.9877222274,0.1016604171
0.0776527145,0.2362054342,0.9263030978,-0.1625085319,-1.0471942978,0.1056711057
0.0778633121,0.2362054342,0.9263030978,-0.1625085319,-1.2059087854,0.1087187609
0.0781161155,0.2362054342,0.9263030978,-0.1625085319,-1.210897938,0.1133058137
0.078369774,0.2362054342,0.9263030978,-0.1625085319,-1.2159077321,0.1179118442
0.0786242869,0.2362054342,0.9263030978,-0.1625085319,-1.220938253,0.122536931
0.0788796533,0.2362054342,0.9263030978,-0.1625085319,-1.2259895864,0.127181153
0.0790721585,0.2362054342,0.9263030978,-0.1625085319,-1.4489376166,0.1295086585
0.0793290184,0.2362054342,0.9263030978,-0.1625085319,-1.4549322416,0.1341817243
0.0795867303,0.2362054342,0.9263030978,-0.1625085319,-1.4609516679,0.1388741238
0.0798452939,0.2362054342,0.9263030978,-0.1625085319,-1.4669959982,0.143585937
0.0801047089,0.2362054342,0.9263030978,-0.1625085319,-1.4730653353,0.1483172441
0.0802936756,0.2362054342,0.9263030978,-0.1625085319,-1.7055976199,0.1504591384
0.0805545603,0.2362054342,0.9263030978,-0.1625085319,-1.7126541129,0.1552188817
0.0808162963,0.2362054342,0.9263030978,-0.1625085319,-1.7197398004,0.1599983173
0.0810788839,0.2362054342,0.9263030978,-0.1625085319,-1.7268548032,0.1647975267
0.0813423232,0.2362054342,0.9263030978,-0.1625085319,-1.7339992426,0.1696165915
0.0815932571,0.2362054342,0.9263030978,-0.1625085319,-1.7810016261,0.1739666601
0.0817925356,0.2362054342,0.9263030978,-0.1625085319,-1.9843964734,0.1764140136
0.082058278,0.2362054342,0.9263030978,-0.1625085319,-1.9926064285,0.1812811388
0.0823248738,0.2362054342,0.9263030978,-0.1625085319,-2.0008503503,0.1861684006
0.0825923237,0.2362054342,0.9263030978,-0.1625085319,-2.0091283792,0.1910758823
0.0828606284,0.2362054342,0.9263030978,-0.1625085319,-2.0174406565,0.1960036674
0.0830428005,0.2362054342,0.9263030978,-0.1625085319,-2.2705505314,0.1977635516
0.0833125407,0.2362054342,0.9263030978,-0.1625085319,-2.2799443789,0.2027190054
0.083583138,0.2362054342,0.9263030978,-0.1625085319,-2.2893770911,0.2076949611
0.0838545935,0.2362054342,0.9263030978,-0.1625085319,-2.2988488289,0.2126915036
0.084126908,0.2362054342,0.9263030978,-0.1625085319,-2.3083597537,0.2177087181
0.0843652284,0.2362054342,0.9263030978,-0.1625085319,-2.4112870479,0.2214656537
0.0845790017,0.2362054342,0.9263030978,-0.1625085319,-2.5821898898,0.2243080997
0.0848536015,0.2362054342,0.9263030978,-0.1625085319,-2.5928730689,0.229373375
0.0851290647,0.2362054342,0.9263030978,-0.1625085319,-2.6036004471,0.2344596067
0.0854053929,0.2362054342,0.9263030978,-0.1625085319,-2.6143722071,0.2395668814
0.0856825874,0.2362054342,0.9263030978,-0.1625085319,-2.6251885327,0.2446952862
0.085857439,0.2362054342,0.9263030978,-0.1625085319,-2.900286834,0.2460375864
0.086136048,0.2362054342,0.9263030978,-0.1625085319,-2.9122860614,0.2511927622
0.0864155272,0.2362054342,0.9263030978,-0.1625085319,-2.9243349328,0.2563692662
0.0866958783,0.2362054342,0.9263030978,-0.1625085319,-2.9364336533,0.2615671868
0.086977103,0.2362054342,0.9263030978,-0.1625085319,-2.9485824294,0.2667866125
0.087236694,0.2362054342,0.9263030978,-0.1625085319,-3.0162714275,0.2711932148
0.087430489,0.2362054342,0.9263030978,-0.1625085319,-3.248079342,0.2731488903
0.087713998,0.2362054342,0.9263030978,-0.1625085319,-3.2615174758,0.2784162324
0.0879983869,0.2362054342,0.9263030978,-0.1625085319,-3.2750112067,0.2837053669
0.0882836577,0.2362054342,0.9263030978,-0.1625085319,-3.2885607646,0.2890163839
0.0885698123,0.2362054342,0.9263030978,-0.1625085319,-3.3021663804,0.2943493739
0.0887617365,0.2362054342,0.9263030978,-0.1625085319,-3.5420257219,0.2961593409
0.089024533,0.2362054342,0.9263030978,-0.1625085319,-3.6156452941,0.3005961467
0.0893129796,0.2362054342,0.9263030978,-0.1625085319,-3.6306041422,0.3059770452
0.0896023174,0.2362054342,0.9263030978,-0.1625085319,-3.6456248789,0.3113802058
0.0898925485,0.2362054342,0.9263030978,-0.1625085319,-3.6607077602,0.3168057207
0.0901836752,0.2362054342,0.9263030978,-0.1625085319,-3.6758530432,0.3222536823
0.0903470429,0.2362054342,0.9263030978,-0.1625085319,-3.9876631194,0.3228977394
0.090639571,0.2362054342,0.9263030978,-0.1625085319,-4.0041611003,0.3283709053
0.0909330006,0.2362054342,0.9263030978,-0.1625085319,-4.0207273375,0.333866715
0.0912273339,0.2362054342,0.9263030978,-0.1625085319,-4.0373621135,0.3393852623
0.0915225735,0.2362054342,0.9263030978,-0.1625085319,-4.0540657118,0.3449266412
0.0917895018,0.2362054342,0.9263030978,-0.1625085319,-4.1364942299,0.3493868662
0.0919782955,0.2362054342,0.9263030978,-0.1625085319,-4.3962100622,0.3508823777
0.0922758458,0.2362054342,0.9263030978,-0.1625085319,-4.4143983061,0.3564713231
0.0925743114,0.2362054342,0.9263030978,-0.1625085319,-4.4326617995,0.3620833915
0.0928736946,0.2362054342,0.9263030978,-0.1625085319,-4.4510008535,0.3677186784
0.0931739983,0.2362054342,0.9263030978,-0.1625085319,-4.469415781,0.3733772799
0.0934021321,0.2362054342,0.9263030978,-0.1625085319,-4.6481627009,0.3762761007
0.0936310277,0.2362054342,0.9263030978,-0.1625085319,-4.8271959987,0.3791894382
0.0939336593,0.2362054342,0.9263030978,-0.1625085319,-4.8471673415,0.3848954972
0.0942372209,0.2362054342,0.9263030978,-0.1625085319,-4.8672213109,0.3906251636
0.0945417155,0.2362054342,0.9263030978,-0.1625085319,-4.8873582486,0.3963785351
0.0948471459,0.2362054342,0.9263030978,-0.1625085319,-4.907578498,0.4021557097
0.0950465861,0.2362054342,0.9263030978,-0.1625085319,-5.1573753692,0.4038509126
0.0953054124,0.2362054342,0.9263030978,-0.1625085319,-5.2818498714,0.4078101059
0.0956131904,0.2362054342,0.9263030978,-0.1625085319,-5.3037022334,0.4136345759
0.0959219146,0.2362054342,0.9263030978,-0.1625085319,-5.3256450042,0.4194831432
0.0962315882,0.2362054342,0.9263030978,-0.1625085319,-5.3476785579,0.4253559076
0.0965422143,0.2362054342,0.9263030978,-0.1625085319,-5.36980327,0.431252969
0.0967232863,0.2362054342,0.9263030978,-0.1625085319,-5.6670197509,0.4321176569
0.0970018587,0.2362054342,0.9263030978,-0.1625085319,-5.7610408847,0.4367422932
0.097314855,0.2362054342,0.9263030978,-0.1625085319,-5.7848757824,0.442686463
0.097628815,0.2362054342,0.9263030978,-0.1625085319,-5.8088092911,0.4486552254
0.0979437418,0.2362054342,0.9263030978,-0.1625085319,-5.8328418188,0.4546486821
0.0982596389,0.2362054342,0.9263030978,-0.1625085319,-5.8569737753,0.4606669353
0.0984326916,0.2362054342,0.9263030978,-0.1625085319,-6.1795454992,0.4610836792
0.0987206565,0.2362054342,0.9263030978,-0.1625085319,-6.2660446686,0.4659770209
0.099038949,0.2362054342,0.9263030978,-0.1625085319,-6.2919688959,0.4720421423
0.0993582236,0.2362054342,0.9263030978,-0.1625085319,-6.3180003784,0.4781323566
0.0996784839,0.2362054342,0.9263030978,-0.1625085319,-6.3441395597,0.4842477677
0.0999997334,0.2362054342,0.9263030978,-0.1625085319,-6.3703868855,0.4903884798
0.1001752918,0.2362054342,0.9263030978,-0.1625085319,-6.6970739465,0.4907570579
0.1004623313,0.2362054342,0.9263030978,-0.1625085319,-6.7978004579,0.4955121508
0.1007860043,0.2362054342,0.9263030978,-0.1625085319,-6.8259246947,0.5016994666
0.101110679,0.2362054342,0.9263030978,-0.1625085319,-6.8541652887,0.5079123808
0.1014363593,0.2362054342,0.9263030978,-0.1625085319,-6.8825227212,0.5141509995
0.1017630488,0.2362054342,0.9263030978,-0.1625085319,-6.9109974757,0.5204154289
0.1019516103,0.2362054342,0.9263030978,-0.1625085319,-7.2214555133,0.5211465955
0.1022272942,0.2362054342,0.9263030978,-0.1625085319,-7.357642447,0.5253386889
0.1025564378,0.2362054342,0.9263030978,-0.1625085319,-7.3880828931,0.5316494047
0.1028866039,0.2362054342,0.9263030978,-0.1625085319,-7.4186492791,0.5379862295
0.1032177964,0.2362054342,0.9263030978,-0.1625085319,-7.4493421261,0.5443492713
0.1035500195,0.2362054342,0.9263030978,-0.1625085319,-7.4801619572,0.5507386387
0.1037621994,0.2362054342,0.9263030978,-0.1625085319,-7.7543365845,0.5522616133
0.1040160201,0.2362054342,0.9263030978,-0.1625085319,-7.9469347886,0.5554476131
0.1043507302,0.2362054342,0.9263030978,-0.1625085319,-7.9798132876,0.5618828972
0.1046864847,0.2362054342,0.9263030978,-0.1625085319,-8.0128278134,0.5683448057
0.1050232878,0.2362054342,0.9263030978,-0.1625085319,-8.0459789288,0.5748334488
0.1053611437,0.2362054342,0.9263030978,-0.1625085319,-8.0792671987,0.581348937
0.1056076394,0.2362054342,0.9263030978,-0.1625085319,-8.2971996485,0.584111872
0.1058292222,0.2362054342,0.9263030978,-0.1625085319,-8.5667345194,0.5858369382
0.1061696012,0.2362054342,0.9263030978,-0.1625085319,-8.6021772882,0.5923979506
0.1065110477,0.2362054342,0.9263030978,-0.1625085319,-8.6377666929,0.5989861077
0.1068535659,0.2362054342,0.9263030978,-0.1625085319,-8.67350334,0.6056015217
0.1071971603,0.2362054342,0.9263030978,-0.1625085319,-8.7093878387,0.6122443053
0.1074885414,0.2362054342,0.9263030978,-0.1625085319,-8.8513851905,0.6167076072
0.107667511,0.2362054342,0.9263030978,-0.1625085319,-9.2184834225,0.6164979011
0.1080136674,0.2362054342,0.9263030978,-0.1625085319,-9.256622643,0.6231857658
0.1083609152,0.2362054342,0.9263030978,-0.1625085319,-9.2949196553,0.6299012999
0.1087092592,0.2362054342,0.9263030978,-0.1625085319,-9.333375112,0.6366446179
0.1090587039,0.2362054342,0.9263030978,-0.1625085319,-9.3719896688,0.6434158347
0.1094055432,0.2362054342,0.9263030978,-0.1625085319,-9.4181272445,0.6500593668
0.1095883259,0.2362054342,0.9263030978,-0.1625085319,-9.7916140425,0.649800507
0.1098836189,0.2362054342,0.9263030978,-0.1625085319,-9.944638447,0.6542376737
0.1102367837,0.2362054342,0.9263030978,-0.1625085319,-9.9857819563,0.6610816775
0.1105910701,0.2362054342,0.9263030978,-0.1625085319,-10.0270956869,0.6679539967
0.110946483,0.2362054342,0.9263030978,-0.1625085319,-10.0685803429,0.6748547484
0.1113030272,0.2362054342,0.9263030978,-0.1625085319,-10.1102366316,0.6817840503
0.1115498584,0.2362054342,0.9263030978,-0.1625085319,-10.3716795863,0.6840263842
0.1117803907,0.2362054342,0.9263030978,-0.1625085319,-10.6674300575,0.6855522964
0.1121395949,0.2362054342,0.9263030978,-0.1625085319,-10.7115639403,0.6925258568
0.1124999473,0.2362054342,0.9263030978,-0.1625085319,-10.7558804163,0.6995282686
0.1128614529,0.2362054342,0.9263030978,-0.1625085319,-10.8003802409,0.7065596511
0.113224117,0.2362054342,0.9263030978,-0.1625085319,-10.8450641727,0.7136201243
0.1135490699,0.2362054342,0.9263030978,-0.1625085319,-10.9671057586,0.719032125
0.1137484149,0.2362054342,0.9263030978,-0.1625085319,-11.3404700598,0.7190006923
0.1140700387,0.2362054342,0.9263030978,-0.1625085319,-11.4741873816,0.724218597
0.1144365864,0.2362054342,0.9263030978,-0.1625085319,-11.5216590256,0.7313521298
0.1148043154,0.2362054342,0.9263030978,-0.1625085319,-11.5693270719,0.7385151758
0.115173231,0.2362054342,0.9263030978,-0.1625085319,-11.6171923331,0.7457078571
0.1155433387,0.2362054342,0.9263030978,-0.1625085319,-11.6652556251,0.7529302964
0.115794297,0.2362054342,0.9263030978,-0.1625085319,-11.9530806006,0.7549091979
0.1160290605,0.2362054342,0.9263030978,-0.1625085319,-12.2752984734,0.7561519853
0.1164019397,0.2362054342,0.9263030978,-0.1625085319,-12.3260845186,0.7634176346
0.1167760293,0.2362054342,0.9263030978,-0.1625085319,-12.3770806786,0.7707133438
0.1171513348,0.2362054342,0.9263030978,-0.1625085319,-12.4282878228,0.7780392372
0.1175278619,0.2362054342,0.9263030978,-0.1625085319,-12.479706824,0.7853954396
0.1178795724,0.2362054342,0.9263030978,-0.1625085319,-12.5834930722,0.7916227586
0.1180965979,0.2362054342,0.9263030978,-0.1625085319,-12.9592762098,0.7918281059
0.1183970539,0.2362054342,0.9263030978,-0.1625085319,-13.1708701763,0.7957172565
0.1187776482,0.2362054342,0.9263030978,-0.1625085319,-13.2253614304,0.8031465974
0.1191594889,0.2362054342,0.9263030978,-0.1625085319,-13.2800781287,0.8106066755
0.1195425819,0.2362054342,0.9263030978,-0.1625085319,-13.3350212039,0.8180976178
0.1199269333,0.2362054342,0.9263030978,-0.1625085319,-13.3901915927,0.825619552
0.1202308683,0.2362054342,0.9263030978,-0.1625085319,-13.6103080602,0.8294750695
0.1204576627,0.2362054342,0.9263030978,-0.1625085319,-13.9883263564,0.8298087346
0.1208101676,0.2362054342,0.9263030978,-0.1625085319,-14.1162768443,0.83580065
0.1211986956,0.2362054342,0.9263030978,-0.1625085319,-14.1746794872,0.8433958262
0.1215885078,0.2362054342,0.9263030978,-0.1625085319,-14.2333237568,0.8510224256
0.1219796104,0.2362054342,0.9263030978,-0.1625085319,-14.2922106527,0.8586805782
0.1223720096,0.2362054342,0.9263030978,-0.1625085319,-14.3513411788,0.8663704145
0.1226423177,0.2362054342,0.9263030978,-0.1625085319,-14.6618615448,0.868406469
0.1228792595,0.2362054342,0.9263030978,-0.1625085319,-15.0427537646,0.8688717642
0.1232702303,0.2362054342,0.9263030978,-0.1625085319,-15.1139567338,0.8764000885
0.1236669224,0.2362054342,0.9263030978,-0.1625085319,-15.1764870333,0.884163235
0.1240649382,0.2362054342,0.9263030978,-0.1625085319,-15.2392760366,0.8919584995
0.1244642842,0.2362054342,0.9263030978,-0.1625085319,-15.302324814,0.8997860151
0.1248649669,0.2362054342,0.9263030978,-0.1625085319,-15.3656344403,0.9076459151
0.1251157511,0.2362054342,0.9263030978,-0.1625085319,-15.7405986375,0.908438222
0.1253754873,0.2362054342,0.9263030978,-0.1625085319,-16.0998540673,0.9096135769
0.1257792278,0.2362054342,0.9263030978,-0.1625085319,-16.1664632758,0.917514136
0.1261843267,0.2362054342,0.9263030978,-0.1625085319,-16.2333480637,0.9254473818
0.1265907905,0.2362054342,0.9263030978,-0.1625085319,-16.300509571,0.9334134494
0.1269986261,0.2362054342,0.9263030978,-0.1625085319,-16.3679489427,0.9414124747
0.1273957442,0.2362054342,0.9263030978,-0.1625085319,-16.4609329344,0.9488657105
0.127653082,0.2362054342,0.9263030978,-0.1625085319,-16.8488863304,0.949592385
0.1279266493,0.2362054342,0.9263030978,-0.1625085319,-17.2059273139,0.9510554242
0.1283390084,0.2362054342,0.9263030978,-0.1625085319,-17.27711263,0.9591274389
0.1287527685,0.2362054342,0.9263030978,-0.1625085319,-17.3485924579,0.9672328495
0.1291679366,0.2362054342,0.9263030978,-0.1625085319,-17.4203680162,0.9753717943
0.1295845197,0.2362054342,0.9263030978,-0.1625085319,-17.4924405282,0.9835444119
0.1299876144,0.2362054342,0.9263030978,-0.1625085319,-17.5964644147,0.9910222356
0.130256299,0.2362054342,0.9263030978,-0.1625085319,-17.9890398351,0.991891558
0.1305306708,0.2362054342,0.9263030978,-0.1625085319,-18.3727131464,0.9929943141
0.1308886359,0.2362054342,0.9263030978,-0.1625085319,-18.4373038459,1.0000008403
0.0715898516,0.2423982988,0.9243564543,-0.1667547531,0.0,0.0
0.0717948795,0.2423982988,0.9243564543,-0.1667547531,-0.1768013821,0.0032279747
0.0720233914,0.2423982988,0.9243564543,-0.1667547531,-0.1775324156,0.0073760939
0.0722528603,0.2423982988,0.9243564543,-0.1667547531,-0.1782664717,0.0115413646
0.0724832759,0.2423982988,0.9243564543,-0.1667547531,-0.1790035629,0.0157238578
0.0727146288,0.2423982988,0.9243564543,-0.1667547531,-0.1797437019,0.0199236446
0.0729180481,0.2423982988,0.9243564543,-0.1667547531,-0.3638992602,0.0230132927
0.0731511366,0.2423982988,0.9243564543,-0.1667547531,-0.3654039008,0.0272432197
0.0733851394,0.2423982988,0.9243564543,-0.1667547531,-0.3669147627,0.0314906365
0.0736200497,0.2423982988,0.9243564543,-0.1667547531,-0.3684318717,0.0357556153
