OmM,OmR,OomQ,target,z
0.1829607124,0.9430104674,-0.1259711798,-7.3275704128,0.6494727778
0.1829607124,0.9430104674,-0.1259711798,-7.3580509259,0.6563340938
0.1829607124,0.9430104674,-0.1259711798,-7.5333934941,0.6599254432
0.1829607124,0.9430104674,-0.1259711798,-7.7792521262,0.6619314467
0.1829607124,0.9430104674,-0.1259711798,-7.8116115009,0.6688445871
0.1829607124,0.9430104674,-0.1259711798,-7.8441054809,0.6757864842
0.1829607124,0.9430104674,-0.1259711798,-7.8767346263,0.6827572574
0.1829607124,0.9430104674,-0.1259711798,-7.9094994992,0.689757027
0.1829607124,0.9430104674,-0.1259711798,-8.0407059467,0.6945119892
0.1829607124,0.9430104674,-0.1259711798,-8.3494497275,0.6951797519
0.1829607124,0.9430104674,-0.1259711798,-8.3841809546,0.7022311954
0.1829607124,0.9430104674,-0.1259711798,-8.4190566532,0.7093119708
0.1829607124,0.9430104674,-0.1259711798,-8.4540774244,0.7164222001
0.1829607124,0.9430104674,-0.1259711798,-8.4892438716,0.7235620059
0.1829607124,0.9430104674,-0.1259711798,-8.5597432673,0.7299064666
0.1829607124,0.9430104674,-0.1259711798,-8.9037852956,0.7298571969
0.1829607124,0.9430104674,-0.1259711798,-8.9861235567,0.7359867796
0.1829607124,0.9430104674,-0.1259711798,-9.0235031575,0.7432079682
0.1829607124,0.9430104674,-0.1259711798,-9.0610382464,0.7504591948
0.1829607124,0.9430104674,-0.1259711798,-9.09872947,0.7577405843
0.1829607124,0.9430104674,-0.1259711798,-9.1365774779,0.7650522622
0.1829607124,0.9430104674,-0.1259711798,-9.4360906481,0.7661766984
0.1829607124,0.9430104674,-0.1259711798,-9.618909193,0.7701029659
0.1829607124,0.9430104674,-0.1259711798,-9.6589209938,0.7774660677
0.1829607124,0.9430104674,-0.1259711798,-9.6990992318,0.7848597977
0.1829607124,0.9430104674,-0.1259711798,-9.7394445994,0.7922842835
0.1829607124,0.9430104674,-0.1259711798,-9.7799577916,0.799739653
0.1829607124,0.9430104674,-0.1259711798,-9.9825537648,0.8033332828
0.1829607124,0.9430104674,-0.1259711798,-10.283750637,0.8045787171
0.1829607124,0.9430104674,-0.1259711798,-10.3265279804,0.8120852277
0.1829607124,0.9430104674,-0.1259711798,-10.3694832649,0.8196229632
0.1829607124,0.9430104674,-0.1259711798,-10.4126172306,0.8271920534
0.1829607124,0.9430104674,-0.1259711798,-10.4559306207,0.8347926288
0.1829607124,0.9430104674,-0.1259711798,-10.5440553703,0.8413410248
0.1829607124,0.9430104674,-0.1259711798,-10.8913623969,0.8416197826
0.1829607124,0.9430104674,-0.1259711798,-11.0278966736,0.8470573278
0.1829607124,0.9430104674,-0.1259711798,-11.0737694432,0.8547405368
0.1829607124,0.9430104674,-0.1259711798,-11.1198330298,0.8624557057
0.1829607124,0.9430104674,-0.1259711798,-11.1660882273,0.8702029674
0.1829607124,0.9430104674,-0.1259711798,-11.2125358327,0.8779824554
0.1829607124,0.9430104674,-0.1259711798,-11.470739804,0.880603981
0.1829607124,0.9430104674,-0.1259711798,-11.7646535848,0.8823743796
0.1829607124,0.9430104674,-0.1259711798,-11.813591044,0.890204497
0.1829607124,0.9430104674,-0.1259711798,-11.8627320685,0.8980671854
0.1829607124,0.9430104674,-0.1259711798,-11.912077505,0.9059625803
0.1829607124,0.9430104674,-0.1259711798,-11.9616282038,0.9138908177
0.1829607124,0.9430104674,-0.1259711798,-12.0672553355,0.9204706812
0.1829607124,0.9430104674,-0.1259711798,-12.4193034097,0.9209849375
0.1829607124,0.9430104674,-0.1259711798,-12.5906399537,0.9260070221
0.1829607124,0.9430104674,-0.1259711798,-12.6430132705,0.9340186384
0.1829607124,0.9430104674,-0.1259711798,-12.6956044447,0.9420635806
0.1829607124,0.9430104674,-0.1259711798,-12.7484143825,0.9501419873
0.1829607124,0.9430104674,-0.1259711798,-12.801443994,0.9582539979
0.1829607124,0.9430104674,-0.1259711798,-13.0366302206,0.9618657397
0.1829607124,0.9430104674,-0.1259711798,-13.3919758567,0.962507956
0.1829607124,0.9430104674,-0.1259711798,-13.4621380355,0.9703100122
0.1829607124,0.9430104674,-0.1259711798,-13.518136525,0.9785059157
0.1829607124,0.9430104674,-0.1259711798,-13.5743679516,0.9867359118
0.1829607124,0.9430104674,-0.1259711798,-13.6308332842,0.9950001422
0.1829607124,0.9430104674,-0.1259711798,-13.6649953354,1.0000000784
0.1886641816,0.9412233509,-0.1298875325,0.0,0.0
0.1886641816,0.9412233509,-0.1298875325,-0.1395082519,0.0034058842
0.1886641816,0.9412233509,-0.1298875325,-0.1400882157,0.0075772437
0.1886641816,0.9412233509,-0.1298875325,-0.1406705905,0.0117659443
0.1886641816,0.9412233509,-0.1298875325,-0.1412553864,0.0159720583
0.1886641816,0.9412233509,-0.1298875325,-0.1418426133,0.0201956579
0.1886641816,0.9412233509,-0.1298875325,-0.2868420773,0.0235019963
0.1886641816,0.9412233509,-0.1298875325,-0.2880345374,0.0277568994
0.1886641816,0.9412233509,-0.1298875325,-0.2892319547,0.0320294909
0.1886641816,0.9412233509,-0.1298875325,-0.29043435,0.0363198445
0.1886641816,0.9412233509,-0.1298875325,-0.2916417438,0.0406280339
0.1886641816,0.9412233509,-0.1298875325,-0.4430817977,0.0438244096
0.1886641816,0.9412233509,-0.1298875325,-0.4449237776,0.048163797
0.1886641816,0.9412233509,-0.1298875325,-0.446773415,0.0525212241
0.1886641816,0.9412233509,-0.1298875325,-0.4486307417,0.0568967659
0.1886641816,0.9412233509,-0.1298875325,-0.4504957896,0.0612904977
0.1886641816,0.9412233509,-0.1298875325,-0.6091428763,0.0643657938
0.1886641816,0.9412233509,-0.1298875325,-0.6116752054,0.0687905758
0.1886641816,0.9412233509,-0.1298875325,-0.6142180619,0.0732337526
0.1886641816,0.9412233509,-0.1298875325,-0.6167714895,0.0776954005
0.1886641816,0.9412233509,-0.1298875325,-0.6193355323,0.0821755964
0.1886641816,0.9412233509,-0.1298875325,-0.7843844521,0.0851320433
0.1886641816,0.9412233509,-0.1298875325,-0.7876452955,0.0896431548
0.1886641816,0.9412233509,-0.1298875325,-0.790919695,0.0941730199
0.1886641816,0.9412233509,-0.1298875325,-0.7942077068,0.0987217166
0.1886641816,0.9412233509,-0.1298875325,-0.7975093875,0.1032893231
0.1886641816,0.9412233509,-0.1298875325,-0.9342345595,0.1064858431
0.1886641816,0.9412233509,-0.1298875325,-0.9738639471,0.1107129335
0.1886641816,0.9412233509,-0.1298875325,-0.9779124948,0.1153303899
0.1886641816,0.9412233509,-0.1298875325,-0.9819778732,0.119967042
0.1886641816,0.9412233509,-0.1298875325,-0.9860601521,0.1246229696
0.1886641816,0.9412233509,-0.1298875325,-0.9901594019,0.1292982528
0.1886641816,0.9412233509,-0.1298875325,-1.1706384542,0.1319977356
0.1886641816,0.9412233509,-0.1298875325,-1.175505033,0.1367036772
0.1886641816,0.9412233509,-0.1298875325,-1.1803918432,0.1414291824
0.1886641816,0.9412233509,-0.1298875325,-1.1852989688,0.1461743324
0.1886641816,0.9412233509,-0.1298875325,-1.1902264943,0.1509392089
0.1886641816,0.9412233509,-0.1298875325,-1.3783323667,0.1534949837
0.1886641816,0.9412233509,-0.1298875325,-1.3840623708,0.1582902937
0.1886641816,0.9412233509,-0.1298875325,-1.3898161956,0.1631055387
0.1886641816,0.9412233509,-0.1298875325,-1.3955939402,0.1679408017
0.1886641816,0.9412233509,-0.1298875325,-1.4013957041,0.1727961658
0.1886641816,0.9412233509,-0.1298875325,-1.5785845739,0.1754457706
0.1886641816,0.9412233509,-0.1298875325,-1.6039878567,0.1800873184
0.1886641816,0.9412233509,-0.1298875325,-1.6106559559,0.1849931781
0.1886641816,0.9412233509,-0.1298875325,-1.6173517757,0.1899194324
0.1886641816,0.9412233509,-0.1298875325,-1.6240754314,0.1948661661
0.1886641816,0.9412233509,-0.1298875325,-1.6308270387,0.1998334643
0.1886641816,0.9412233509,-0.1298875325,-1.8357129845,0.2020915507
0.1886641816,0.9412233509,-0.1298875325,-1.8433444115,0.2070888864
0.1886641816,0.9412233509,-0.1298875325,-1.8510075639,0.2121069969
0.1886641816,0.9412233509,-0.1298875325,-1.8587025736,0.2171459688
0.1886641816,0.9412233509,-0.1298875325,-1.8664295729,0.2222058887
0.1886641816,0.9412233509,-0.1298875325,-2.0801562864,0.2242927871
0.1886641816,0.9412233509,-0.1298875325,-2.0888039132,0.2293824178
0.1886641816,0.9412233509,-0.1298875325,-2.09748749,0.234493207
0.1886641816,0.9412233509,-0.1298875325,-2.1062071661,0.2396252428
0.1886641816,0.9412233509,-0.1298875325,-2.1149630917,0.2447786136
0.1886641816,0.9412233509,-0.1298875325,-2.1770404956,0.2491409783
0.1886641816,0.9412233509,-0.1298875325,-2.3470266657,0.2518767969
0.1886641816,0.9412233509,-0.1298875325,-2.3567837262,0.2570810998
0.1886641816,0.9412233509,-0.1298875325,-2.3665813488,0.262307038
0.1886641816,0.9412233509,-0.1298875325,-2.376419702,0.2675547015
0.1886641816,0.9412233509,-0.1298875325,-2.3862989553,0.2728241806
0.1886641816,0.9412233509,-0.1298875325,-2.618507258,0.2745681848
0.1886641816,0.9412233509,-0.1298875325,-2.6293929178,0.2798668204
0.1886641816,0.9412233509,-0.1298875325,-2.6403238315,0.2851874834
0.1886641816,0.9412233509,-0.1298875325,-2.6513001871,0.2905302655
0.1886641816,0.9412233509,-0.1298875325,-2.6623221737,0.2958952586
0.1886641816,0.9412233509,-0.1298875325,-2.7204019473,0.3005018836
0.1886641816,0.9412233509,-0.1298875325,-2.9162353898,0.3028395697
0.1886641816,0.9412233509,-0.1298875325,-2.9283587651,0.3082557351
0.1886641816,0.9412233509,-0.1298875325,-2.9405325398,0.3136944165
0.1886641816,0.9412233509,-0.1298875325,-2.9527569232,0.3191557077
0.1886641816,0.9412233509,-0.1298875325,-2.9650321259,0.3246397025
0.1886641816,0.9412233509,-0.1298875325,-3.1938436744,0.3264095267
0.1886641816,0.9412233509,-0.1298875325,-3.2307965444,0.331514354
0.1886641816,0.9412233509,-0.1298875325,-3.2442276135,0.3370497261
0.1886641816,0.9412233509,-0.1298875325,-3.2577145183,0.34260811
0.1886641816,0.9412233509,-0.1298875325,-3.2712574909,0.3481896012
0.1886641816,0.9412233509,-0.1298875325,-3.2848567643,0.3537942957
0.1886641816,0.9412233509,-0.1298875325,-3.5485645317,0.3549522673
0.1886641816,0.9412233509,-0.1298875325,-3.5633166261,0.3605850756
0.1886641816,0.9412233509,-0.1298875325,-3.5781300479,0.3662413006
0.1886641816,0.9412233509,-0.1298875325,-3.5930050521,0.3719210397
0.1886641816,0.9412233509,-0.1298875325,-3.6079418946,0.3776243906
0.1886641816,0.9412233509,-0.1298875325,-3.7291087794,0.3813933686
0.1886641816,0.9412233509,-0.1298875325,-3.8983445856,0.3842959974
0.1886641816,0.9412233509,-0.1298875325,-3.9145507858,0.3900507934
0.1886641816,0.9412233509,-0.1298875325,-3.9308243585,0.3958295133
0.1886641816,0.9412233509,-0.1298875325,-3.9471655836,0.4016322565
0.1886641816,0.9412233509,-0.1298875325,-3.9635747425,0.4074591229
0.1886641816,0.9412233509,-0.1298875325,-4.1919031001,0.4092821463
0.1886641816,0.9412233509,-0.1298875325,-4.2675431126,0.4140320424
0.1886641816,0.9412233509,-0.1298875325,-4.2852841451,0.4199104572
0.1886641816,0.9412233509,-0.1298875325,-4.3030989307,0.4258133097
0.1886641816,0.9412233509,-0.1298875325,-4.3209877759,0.4317407016
0.1886641816,0.9412233509,-0.1298875325,-4.3389509886,0.4376927348
0.1886641816,0.9412233509,-0.1298875325,-4.6376923889,0.438180466
0.1886641816,0.9412233509,-0.1298875325,-4.6569722062,0.4441592706
0.1886641816,0.9412233509,-0.1298875325,-4.6763321735,0.4501629303
0.1886641816,0.9412233509,-0.1298875325,-4.6957726242,0.4561915484
0.1886641816,0.9412233509,-0.1298875325,-4.7152938927,0.4622452287
0.1886641816,0.9412233509,-0.1298875325,-4.7497680972,0.4680262111
0.1886641816,0.9412233509,-0.1298875325,-5.0468378039,0.4685644369
0.1886641816,0.9412233509,-0.1298875325,-5.0678185208,0.4746695538
0.1886641816,0.9412233509,-0.1298875325,-5.0888864586,0.4808000508
0.1886641816,0.9412233509,-0.1298875325,-5.1100419802,0.4869560336
0.1886641816,0.9412233509,-0.1298875325,-5.1312854495,0.493137608
0.1886641816,0.9412233509,-0.1298875325,-5.2197837326,0.4979667449
0.1886641816,0.9412233509,-0.1298875325,-5.4778396787,0.4993353822
0.1886641816,0.9412233509,-0.1298875325,-5.5006121568,0.5055684201
0.1886641816,0.9412233509,-0.1298875325,-5.5234793047,0.51182737
0.1886641816,0.9412233509,-0.1298875325,-5.5464415158,0.5181123395
0.1886641816,0.9412233509,-0.1298875325,-5.5694991855,0.524423437
0.1886641816,0.9412233509,-0.1298875325,-5.6936708718,0.5286412856
0.1886641816,0.9412233509,-0.1298875325,-5.9319343819,0.5304850684
0.1886641816,0.9412233509,-0.1298875325,-5.9565946228,0.5368476017
0.1886641816,0.9412233509,-0.1298875325,-5.9813573812,0.5432365854
0.1886641816,0.9412233509,-0.1298875325,-6.0062230833,0.5496521294
0.1886641816,0.9412233509,-0.1298875325,-6.0311921571,0.556094344
0.1886641816,0.9412233509,-0.1298875325,-6.173129519,0.560060306
0.1886641816,0.9412233509,-0.1298875325,-6.4100548048,0.5620120614
0.1886641816,0.9412233509,-0.1298875325,-6.4367026881,0.5685056588
0.1886641816,0.9412233509,-0.1298875325,-6.463461352,0.5750262514
0.1886641816,0.9412233509,-0.1298875325,-6.490331257,0.5815739514
0.1886641816,0.9412233509,-0.1298875325,-6.5173128657,0.5881488715
0.1886641816,0.9412233509,-0.1298875325,-6.6596736856,0.5922348949
0.1886641816,0.9412233509,-0.1298875325,-6.9134928045,0.5939079093
0.1886641816,0.9412233509,-0.1298875325,-6.9422335805,0.6005341041
0.1886641816,0.9412233509,-0.1298875325,-6.9710938377,0.6071878453
0.1886641816,0.9412233509,-0.1298875325,-7.0000740728,0.6138692475
0.1886641816,0.9412233509,-0.1298875325,-7.0291747845,0.6205784256
0.1886641816,0.9412233509,-0.1298875325,-7.154676567,0.6251765911
0.1886641816,0.9412233509,-0.1298875325,-7.4432523219,0.6261710937
0.1886641816,0.9412233509,-0.1298875325,-7.4741954145,0.6329314131
0.1886641816,0.9412233509,-0.1298875325,-7.5052671437,0.6397198364
0.1886641816,0.9412233509,-0.1298875325,-7.5364680443,0.6465364806
0.1886641816,0.9412233509,-0.1298875325,-7.5677986534,0.653381463
0.1886641816,0.9412233509,-0.1298875325,-7.6593885525,0.6588974238
0.1886641816,0.9412233509,-0.1298875325,-8.0003778595,0.6588002075
0.1886641816,0.9412233509,-0.1298875325,-8.0336370346,0.6656961726
0.1886641816,0.9412233509,-0.1298875325,-8.0670344749,0.6726208057
0.1886641816,0.9412233509,-0.1298875325,-8.100570755,0.6795742258
0.1886641816,0.9412233509,-0.1298875325,-8.1342464521,0.6865565527
0.1886641816,0.9412233509,-0.1298875325,-8.1749600734,0.6934098635
0.1886641816,0.9412233509,-0.1298875325,-8.5223614327,0.6932565053
0.1886641816,0.9412233509,-0.1298875325,-8.6219624653,0.6988199225
0.1886641816,0.9412233509,-0.1298875325,-8.6578056924,0.7058822576
0.1886641816,0.9412233509,-0.1298875325,-8.6937979269,0.7129739522
0.1886641816,0.9412233509,-0.1298875325,-8.7299397883,0.7200951285
0.1886641816,0.9412233509,-0.1298875325,-8.7662318987,0.7272459089
0.1886641816,0.9412233509,-0.1298875325,-9.0499052449,0.728675895
0.1886641816,0.9412233509,-0.1298875325,-9.2406157972,0.7322941595
0.1886641816,0.9412233509,-0.1298875325,-9.2790308902,0.7394956537
0.1886641816,0.9412233509,-0.1298875325,-9.3176056824,0.746727086
0.1886641816,0.9412233509,-0.1298875325,-9.3563408378,0.7539885808
0.1886641816,0.9412233509,-0.1298875325,-9.395237023,0.7612802631
0.1886641816,0.9412233509,-0.1298875325,-9.5909138491,0.7649147147
0.1886641816,0.9412233509,-0.1298875325,-9.8907777353,0.7661176485
0.1886641816,0.9412233509,-0.1298875325,-9.9318956819,0.7734597537
0.1886641816,0.9412233509,-0.1298875325,-9.973184564,0.7808323816
0.1886641816,0.9412233509,-0.1298875325,-10.0146450922,0.7882356589
0.1886641816,0.9412233509,-0.1298875325,-10.0562779802,0.7956697132
0.1886641816,0.9412233509,-0.1298875325,-10.1463164997,0.8019864989
0.1886641816,0.9412233509,-0.1298875325,-10.4954988919,0.8021571287
0.1886641816,0.9412233509,-0.1298875325,-10.6179426953,0.8077662799
0.1886641816,0.9412233509,-0.1298875325,-10.6620836125,0.8152815269
0.1886641816,0.9412233509,-0.1298875325,-10.7064080322,0.8228280163
0.1886641816,0.9412233509,-0.1298875325,-10.7509167175,0.8304058779
0.1886641816,0.9412233509,-0.1298875325,-10.7956104343,0.8380152422
0.1886641816,0.9412233509,-0.1298875325,-11.0677551561,0.840184989
0.1886641816,0.9412233509,-0.1298875325,-11.3384616355,0.8424144229
0.1886641816,0.9412233509,-0.1298875325,-11.3855978943,0.8500737092
0.1886641816,0.9412233509,-0.1298875325,-11.432930108,0.8577648366
0.1886641816,0.9412233509,-0.1298875325,-11.4804590913,0.8654879376
0.1886641816,0.9412233509,-0.1298875325,-11.528185662,0.873243145
0.1886641816,0.9412233509,-0.1298875325,-11.6565961248,0.8790760697
0.1886641816,0.9412233509,-0.1298875325,-12.0096467683,0.8794786071
0.1886641816,0.9412233509,-0.1298875325,-12.145687565,0.8851936898
0.1886641816,0.9412233509,-0.1298875325,-12.1961796239,0.893030818
0.1886641816,0.9412233509,-0.1298875325,-12.2468815884,0.9009005268
0.1886641816,0.9412233509,-0.1298875325,-12.2977943312,0.9088029515
0.1886641816,0.9412233509,-0.1298875325,-12.3489187284,0.9167382281
0.1886641816,0.9412233509,-0.1298875325,-12.6183943133,0.9193620336
0.1886641816,0.9412233509,-0.1298875325,-12.9437672387,0.9206411458
0.1886641816,0.9412233509,-0.1298875325,-12.9975770749,0.9286256362
0.1886641816,0.9412233509,-0.1298875325,-13.0516106093,0.9366433198
0.1886641816,0.9412233509,-0.1298875325,-13.105868772,0.9446943344
0.1886641816,0.9412233509,-0.1298875325,-13.1603524968,0.9527788187
0.1886641816,0.9412233509,-0.1298875325,-13.2457516319,0.9601401311
0.1886641816,0.9412233509,-0.1298875325,-13.6046490478,0.9607866745
0.1886641816,0.9412233509,-0.1298875325,-13.8392137481,0.9645345131
0.1886641816,0.9412233509,-0.1298875325,-13.896746135,0.9727014771
0.1886641816,0.9412233509,-0.1298875325,-13.9545176955,0.9809023927
0.1886641816,0.9412233509,-0.1298875325,-14.012529424,0.9891374012
0.1886641816,0.9412233509,-0.1298875325,-14.070782319,0.9974066443
0.1886641816,0.9412233509,-0.1298875325,-14.0890651897,1.0000019746
0.1944191494,0.9394194743,-0.1338386237,0.0,0.0
0.1944191494,0.9394194743,-0.1338386237,-0.1436716432,0.0033855107
0.1944191494,0.9394194743,-0.1338386237,-0.1442685559,0.0075542768
0.1944191494,0.9394194743,-0.1338386237,-0.1448679485,0.011740363
0.1944191494,0.9394194743,-0.1338386237,-0.1454698314,0.015943841
0.1944191494,0.9394194743,-0.1338386237,-0.146074215,0.0201647832
0.1944191494,0.9394194743,-0.1338386237,-0.2959106309,0.0234432443
0.1944191494,0.9394194743,-0.1338386237,-0.2971400509,0.0276953443
0.1944191494,0.9394194743,-0.1338386237,-0.2983745788,0.0319651105
0.1944191494,0.9394194743,-0.1338386237,-0.2996142358,0.0362526163
0.1944191494,0.9394194743,-0.1338386237,-0.3008590432,0.0405579354
0.1944191494,0.9394194743,-0.1338386237,-0.456677087,0.0437263082
0.1944191494,0.9394194743,-0.1338386237,-0.4585744435,0.0480626782
0.1944191494,0.9394194743,-0.1338386237,-0.4604796829,0.0524170646
0.1944191494,0.9394194743,-0.1338386237,-0.462392838,0.0567895422
0.1944191494,0.9394194743,-0.1338386237,-0.4643139417,0.061180186
0.1944191494,0.9394194743,-0.1338386237,-0.6270383851,0.0642272745
0.1944191494,0.9394194743,-0.1338386237,-0.6296435417,0.0686488199
0.1944191494,0.9394194743,-0.1338386237,-0.632259522,0.0730887356
0.1944191494,0.9394194743,-0.1338386237,-0.6348863708,0.0775470977
0.1944191494,0.9394194743,-0.1338386237,-0.6375241335,0.082023983
0.1944191494,0.9394194743,-0.1338386237,-0.8071737003,0.0849450512
0.1944191494,0.9394194743,-0.1338386237,-0.8105272651,0.0894526728
0.1944191494,0.9394194743,-0.1338386237,-0.813894763,0.0939790222
0.1944191494,0.9394194743,-0.1338386237,-0.8172762519,0.0985241772
0.1944191494,0.9394194743,-0.1338386237,-0.8206717898,0.103088216
0.1944191494,0.9394194743,-0.1338386237,-0.9487892232,0.1063810736
0.1944191494,0.9394194743,-0.1338386237,-1.0021913959,0.1104655972
0.1944191494,0.9394194743,-0.1338386237,-1.0063552008,0.115079249
0.1944191494,0.9394194743,-0.1338386237,-1.0105363051,0.1197120691
0.1944191494,0.9394194743,-0.1338386237,-1.0147347807,0.1243641373
0.1944191494,0.9394194743,-0.1338386237,-1.0189506996,0.1290355333
0.1944191494,0.9394194743,-0.1338386237,-1.2042860973,0.1316922346
0.1944191494,0.9394194743,-0.1338386237,-1.2092895451,0.1363940767
0.1944191494,0.9394194743,-0.1338386237,-1.2143137808,0.1411154536
0.1944191494,0.9394194743,-0.1338386237,-1.2193588907,0.1458564464
0.1944191494,0.9394194743,-0.1338386237,-1.2244249616,0.1506171366
0.1944191494,0.9394194743,-0.1338386237,-1.4177910394,0.1531231628
0.1944191494,0.9394194743,-0.1338386237,-1.4236815363,0.157914044
0.1944191494,0.9394194743,-0.1338386237,-1.4295965065,0.1627248299
0.1944191494,0.9394194743,-0.1338386237,-1.4355360516,0.1675556032
0.1944191494,0.9394194743,-0.1338386237,-1.4415002738,0.1724064469
0.1944191494,0.9394194743,-0.1338386237,-1.6041444215,0.175257931
0.1944191494,0.9394194743,-0.1338386237,-1.6499066412,0.1796361616
0.1944191494,0.9394194743,-0.1338386237,-1.6567615089,0.1845371963
0.1944191494,0.9394194743,-0.1338386237,-1.6636448565,0.1894585935
0.1944191494,0.9394194743,-0.1338386237,-1.6705568024,0.1944004375
0.1944191494,0.9394194743,-0.1338386237,-1.6774974653,0.1993628134
0.1944191494,0.9394194743,-0.1338386237,-1.8883772636,0.2015571519
0.1944191494,0.9394194743,-0.1338386237,-1.8962229052,0.2065492619
0.1944191494,0.9394194743,-0.1338386237,-1.9041011432,0.2115621125
0.1944191494,0.9394194743,-0.1338386237,-1.9120121129,0.2165957901
0.1944191494,0.9394194743,-0.1338386237,-1.9199559503,0.221650381
0.1944191494,0.9394194743,-0.1338386237,-2.1395342907,0.223673495
0.1944191494,0.9394194743,-0.1338386237,-2.1484234146,0.2287574917
0.1944191494,0.9394194743,-0.1338386237,-2.1573494701,0.2338626109
0.1944191494,0.9394194743,-0.1338386237,-2.1663126107,0.2389889403
0.1944191494,0.9394194743,-0.1338386237,-2.1753129905,0.2441365681
0.1944191494,0.9394194743,-0.1338386237,-2.2139317578,0.2488581273
0.1944191494,0.9394194743,-0.1338386237,-2.4138292412,0.2511581445
0.1944191494,0.9394194743,-0.1338386237,-2.4238579784,0.2563563317
0.1944191494,0.9394194743,-0.1338386237,-2.433928382,0.2615761158
0.1944191494,0.9394194743,-0.1338386237,-2.4440406251,0.2668175866
0.1944191494,0.9394194743,-0.1338386237,-2.4541948816,0.272080834
0.1944191494,0.9394194743,-0.1338386237,-2.6933543695,0.2737405275
0.1944191494,0.9394194743,-0.1338386237,-2.7045444499,0.2790325378
0.1944191494,0.9394194743,-0.1338386237,-2.7157810216,0.2843465347
0.1944191494,0.9394194743,-0.1338386237,-2.727064278,0.2896826097
0.1944191494,0.9394194743,-0.1338386237,-2.7383944129,0.2950408545
0.1944191494,0.9394194743,-0.1338386237,-2.7666860037,0.3001427563
0.1944191494,0.9394194743,-0.1338386237,-2.9994754528,0.3018938453
0.1944191494,0.9394194743,-0.1338386237,-3.0119373745,0.3073028241
0.1944191494,0.9394194743,-0.1338386237,-3.0244510718,0.3127342756
0.1944191494,0.9394194743,-0.1338386237,-3.0370167597,0.3181882932
0.1944191494,0.9394194743,-0.1338386237,-3.0496346543,0.3236649705
0.1944191494,0.9394194743,-0.1338386237,-3.2469293652,0.326003487
0.1944191494,0.9394194743,-0.1338386237,-3.3229261517,0.330440766
0.1944191494,0.9394194743,-0.1338386237,-3.3367319141,0.3359683487
0.1944191494,0.9394194743,-0.1338386237,-3.3505950354,0.3415188969
0.1944191494,0.9394194743,-0.1338386237,-3.3645157538,0.3470925059
0.1944191494,0.9394194743,-0.1338386237,-3.3784943086,0.3526892717
0.1944191494,0.9394194743,-0.1338386237,-3.6496768945,0.3537492246
0.1944191494,0.9394194743,-0.1338386237,-3.6648402084,0.359373647
0.1944191494,0.9394194743,-0.1338386237,-3.6800665213,0.3650214372
0.1944191494,0.9394194743,-0.1338386237,-3.695356095,0.3706926922
0.1944191494,0.9394194743,-0.1338386237,-3.7107091923,0.3763875096
0.1944191494,0.9394194743,-0.1338386237,-3.792037986,0.3809005137
0.1944191494,0.9394194743,-0.1338386237,-4.0093210943,0.3829456534
0.1944191494,0.9394194743,-0.1338386237,-4.0259786221,0.3886913782
0.1944191494,0.9394194743,-0.1338386237,-4.0427053569,0.3944609748
0.1944191494,0.9394194743,-0.1338386237,-4.0595015862,0.4002545423
0.1944191494,0.9394194743,-0.1338386237,-4.0763675989,0.4060721804
0.1944191494,0.9394194743,-0.1338386237,-4.2617835989,0.4087376064
0.1944191494,0.9394194743,-0.1338386237,-4.3888990749,0.4125241351
0.1944191494,0.9394194743,-0.1338386237,-4.4071336354,0.4183927496
0.1944191494,0.9394194743,-0.1338386237,-4.4254439551,0.4242857465
0.1944191494,0.9394194743,-0.1338386237,-4.4438303487,0.430203227
0.1944191494,0.9394194743,-0.1338386237,-4.4622931322,0.4361452928
0.1944191494,0.9394194743,-0.1338386237,-4.7300628583,0.437279529
0.1944191494,0.9394194743,-0.1338386237,-4.7892311215,0.4424833886
0.1944191494,0.9394194743,-0.1338386237,-4.8091289417,0.4484764749
0.1944191494,0.9394194743,-0.1338386237,-4.8291094314,0.4544944606
0.1944191494,0.9394194743,-0.1338386237,-4.8491729341,0.4605374492
0.1944191494,0.9394194743,-0.1338386237,-4.8693197946,0.4666055447
0.1944191494,0.9394194743,-0.1338386237,-5.1896080913,0.4667282655
0.1944191494,0.9394194743,-0.1338386237,-5.2111693579,0.4728220819
0.1944191494,0.9394194743,-0.1338386237,-5.2328202051,0.4789412164
0.1944191494,0.9394194743,-0.1338386237,-5.254561005,0.485085774
0.1944191494,0.9394194743,-0.1338386237,-5.2763921315,0.4912558603
0.1944191494,0.9394194743,-0.1338386237,-5.3078918699,0.4972567699
0.1944191494,0.9394194743,-0.1338386237,-5.6325388223,0.4973110007
0.1944191494,0.9394194743,-0.1338386237,-5.6559403334,0.5035318792
0.1944191494,0.9394194743,-0.1338386237,-5.6794390707,0.5097786036
0.1944191494,0.9394194743,-0.1338386237,-5.7030354382,0.5160512813
0.1944191494,0.9394194743,-0.1338386237,-5.7267298416,0.5223500201
0.1944191494,0.9394194743,-0.1338386237,-5.7891795861,0.5278709874
0.1944191494,0.9394194743,-0.1338386237,-6.0991159979,0.5282617524
0.1944191494,0.9394194743,-0.1338386237,-6.1244559973,0.5346112221
0.1944191494,0.9394194743,-0.1338386237,-6.1499012768,0.5409870718
0.1944191494,0.9394194743,-0.1338386237,-6.1754522739,0.5473894114
0.1944191494,0.9394194743,-0.1338386237,-6.2011094276,0.5538183507
0.1944191494,0.9394194743,-0.1338386237,-6.2761835484,0.5592272366
