H0,a,a_tt,omega_m0,target
0.0715898516,0.8657243816,0.0008100549,0.200226306,0.005179425
0.0715898516,0.852173913,0.0008051461,0.200226306,0.0053217569
0.0715898516,0.8390410959,0.0008007017,0.200226306,0.0054688643
0.0715898516,0.826306914,0.0007966206,0.200226306,0.0056205143
0.0715898516,0.8139534884,0.0007928182,0.200226306,0.0057765128
0.0715898516,0.8019639935,0.0007892234,0.200226306,0.0059366964
0.0715898516,0.7903225806,0.0007857751,0.200226306,0.0061009252
0.0715898516,0.7790143084,0.0007824209,0.200226306,0.0062690786
0.0715898516,0.7680250784,0.0007791152,0.200226306,0.0064410511
0.0715898516,0.7573415765,0.0007758178,0.200226306,0.0066167497
0.0715898516,0.7469512195,0.0007724938,0.200226306,0.0067960914
0.0715898516,0.7368421053,0.0007691116,0.200226306,0.0069790017
0.0715898516,0.7270029674,0.0007656435,0.200226306,0.0071654128
0.0715898516,0.7174231332,0.0007620642,0.200226306,0.0073552628
0.0715898516,0.7080924855,0.0007583512,0.200226306,0.0075484946
0.0715898516,0.6990014265,0.0007544839,0.200226306,0.0077450552
0.0715898516,0.6901408451,0.0007504436,0.200226306,0.0079448948
0.0715898516,0.6815020862,0.0007462131,0.200226306,0.0081479667
0.0715898516,0.6730769231,0.0007417767,0.200226306,0.0083542267
0.0715898516,0.6648575305,0.00073712,0.200226306,0.0085636324
0.0715898516,0.6568364611,0.0007322295,0.200226306,0.0087761436
0.0715898516,0.6490066225,0.0007270928,0.200226306,0.0089917214
0.0715898516,0.6413612565,0.0007216984,0.200226306,0.0092103284
0.0715898516,0.6338939198,0.0007160355,0.200226306,0.0094319281
0.0715898516,0.6265984655,0.000710094,0.200226306,0.0096564853
0.0715898516,0.6194690265,0.0007038646,0.200226306,0.0098839655
0.0715898516,0.6125,0.0006973383,0.200226306,0.0101143351
0.0715898516,0.6056860321,0.0006905069,0.200226306,0.0103475611
0.0715898516,0.5990220049,0.0006833626,0.200226306,0.0105836109
0.0715898516,0.592503023,0.0006758979,0.200226306,0.0108224528
0.0715898516,0.5861244019,0.0006681059,0.200226306,0.0110640553
0.0715898516,0.5798816568,0.0006599799,0.200226306,0.0113083874
0.0715898516,0.5737704918,0.0006515138,0.200226306,0.0115554185
0.0715898516,0.5677867903,0.0006427016,0.200226306,0.0118051182
0.0715898516,0.5619266055,0.0006335377,0.200226306,0.0120574566
0.0715898516,0.5561861521,0.0006240168,0.200226306,0.012312404
0.0715898516,0.5505617978,0.0006141338,0.200226306,0.012569931
0.0715898516,0.5450500556,0.0006038838,0.200226306,0.0128300083
0.0715898516,0.5396475771,0.0005932623,0.200226306,0.0130926071
0.0715898516,0.534351145,0.0005822649,0.200226306,0.0133576985
0.0715898516,0.5291576674,0.0005708874,0.200226306,0.0136252541
0.0715898516,0.5240641711,0.0005591259,0.200226306,0.0138952455
0.0715898516,0.5190677966,0.0005469765,0.200226306,0.0141676445
0.0715898516,0.5141657922,0.0005344358,0.200226306,0.0144424234
0.0715898516,0.5093555094,0.0005215001,0.200226306,0.0147195542
0.0715898516,0.5046343975,0.0005081663,0.200226306,0.0149990094
0.0715898516,0.5,0.0004944312,0.200226306,0.0152807617
0.0715898516,0.9090909091,0.0008525536,0.2060863538,0.0049221593
0.0715898516,0.8941605839,0.0008450615,0.2060863538,0.005051406
0.0715898516,0.8797127469,0.0008385141,0.2060863538,0.005186635
0.0715898516,0.8657243816,0.0008327173,0.2060863538,0.0053273887
0.0715898516,0.852173913,0.0008275157,0.2060863538,0.0054733035
0.0715898516,0.8390410959,0.0008227831,0.2060863538,0.0056240853
0.0715898516,0.826306914,0.0008184155,0.2060863538,0.0057794926
0.0715898516,0.8139534884,0.0008143258,0.2060863538,0.005939324
0.0715898516,0.8019639935,0.0008104405,0.2060863538,0.0061034092
0.0715898516,0.7903225806,0.0008066968,0.2060863538,0.0062716026
0.0715898516,0.7790143084,0.0008030407,0.2060863538,0.0064437782
0.0715898516,0.7680250784,0.0007994249,0.2060863538,0.0066198255
0.0715898516,0.7573415765,0.0007958085,0.2060863538,0.0067996471
0.0715898516,0.7469512195,0.000792155,0.2060863538,0.0069831557
0.0715898516,0.7368421053,0.0007884322,0.2060863538,0.0071702729
0.0715898516,0.7270029674,0.0007846113,0.2060863538,0.0073609272
0.0715898516,0.7174231332,0.0007806665,0.2060863538,0.0075550531
0.0715898516,0.7080924855,0.0007765742,0.2060863538,0.0077525901
0.0715898516,0.6990014265,0.0007723135,0.2060863538,0.0079534818
0.0715898516,0.6901408451,0.000767865,0.2060863538,0.0081576754
0.0715898516,0.6815020862,0.000763211,0.2060863538,0.0083651211
0.0715898516,0.6730769231,0.0007583353,0.2060863538,0.0085757717
0.0715898516,0.6648575305,0.0007532231,0.2060863538,0.0087895821
0.0715898516,0.6568364611,0.0007478606,0.2060863538,0.0090065091
0.0715898516,0.6490066225,0.0007422349,0.2060863538,0.0092265111
0.0715898516,0.6413612565,0.0007363342,0.2060863538,0.0094495482
0.0715898516,0.6338939198,0.0007301474,0.2060863538,0.0096755812
0.0715898516,0.6265984655,0.0007236642,0.2060863538,0.0099045724
0.0715898516,0.6194690265,0.000716875,0.2060863538,0.0101364847
0.0715898516,0.6125,0.0007097705,0.2060863538,0.0103712822
0.0715898516,0.6056860321,0.0007023425,0.2060863538,0.0106089293
0.0715898516,0.5990220049,0.0006945827,0.2060863538,0.0108493915
0.0715898516,0.592503023,0.0006864837,0.2060863538,0.0110926343
0.0715898516,0.5861244019,0.0006780383,0.2060863538,0.0113386243
0.0715898516,0.5798816568,0.0006692399,0.2060863538,0.0115873281
0.0715898516,0.5737704918,0.0006600819,0.2060863538,0.0118387131
0.0715898516,0.5677867903,0.0006505584,0.2060863538,0.0120927467
0.0715898516,0.5619266055,0.0006406637,0.2060863538,0.0123493971
0.0715898516,0.5561861521,0.0006303924,0.2060863538,0.0126086323
0.0715898516,0.5505617978,0.0006197392,0.2060863538,0.012870421
0.0715898516,0.5450500556,0.0006086994,0.2060863538,0.0131347322
0.0715898516,0.5396475771,0.0005972682,0.2060863538,0.0134015348
0.0715898516,0.534351145,0.0005854412,0.2060863538,0.0136707985
0.0715898516,0.5291576674,0.0005732143,0.2060863538,0.0139424927
0.0715898516,0.5240641711,0.0005605834,0.2060863538,0.0142165875
0.0715898516,0.5190677966,0.0005475448,0.2060863538,0.0144930529
0.0715898516,0.5141657922,0.0005340948,0.2060863538,0.0147718593
0.0715898516,0.5093555094,0.0005202299,0.2060863538,0.0150529774
0.0715898516,0.5046343975,0.000505947,0.2060863538,0.015336378
0.0715898516,0.5,0.0004912428,0.2060863538,0.0156220321
0.0715898516,0.9090909091,0.0008763435,0.2120000076,0.005061176
0.0715898516,0.8941605839,0.0008685086,0.2120000076,0.0051936654
0.0715898516,0.8797127469,0.0008616367,0.2120000076,0.0053322645
0.0715898516,0.8657243816,0.0008555278,0.2120000076,0.0054765007
0.0715898516,0.852173913,0.0008500222,0.2120000076,0.005625998
0.0715898516,0.8390410959,0.0008449899,0.2120000076,0.005780452
0.0715898516,0.826306914,0.0008403237,0.2120000076,0.0059396124
0.0715898516,0.8139534884,0.000835934,0.2120000076,0.0061032701
0.0715898516,0.8019639935,0.0008317451,0.2120000076,0.0062712482
0.0715898516,0.7903225806,0.0008276923,0.2120000076,0.0064433948
0.0715898516,0.7790143084,0.0008237199,0.2120000076,0.0066195785
0.0715898516,0.7680250784,0.0008197794,0.2120000076,0.006799684
0.0715898516,0.7573415765,0.0008158284,0.2120000076,0.006983609
0.0715898516,0.7469512195,0.0008118295,0.2120000076,0.007171262
0.0715898516,0.7368421053,0.0008077495,0.2120000076,0.0073625605
0.0715898516,0.7270029674,0.0008035586,0.2120000076,0.0075574292
0.0715898516,0.7174231332,0.0007992303,0.2120000076,0.0077557988
0.0715898516,0.7080924855,0.0007947404,0.2120000076,0.0079576054
0.0715898516,0.6990014265,0.0007900672,0.2120000076,0.0081627893
0.0715898516,0.6901408451,0.0007851908,0.2120000076,0.0083712943
0.0715898516,0.6815020862,0.000780093,0.2120000076,0.0085830676
0.0715898516,0.6730769231,0.0007747572,0.2120000076,0.0087980589
0.0715898516,0.6648575305,0.000769168,0.2120000076,0.0090162202
0.0715898516,0.6568364611,0.0007633113,0.2120000076,0.0092375054
0.0715898516,0.6490066225,0.0007571739,0.2120000076,0.0094618703
0.0715898516,0.6413612565,0.0007507437,0.2120000076,0.0096892718
0.0715898516,0.6338939198,0.0007440092,0.2120000076,0.0099196685
0.0715898516,0.6265984655,0.0007369598,0.2120000076,0.0101530199
0.0715898516,0.6194690265,0.0007295857,0.2120000076,0.0103892866
0.0715898516,0.6125,0.0007218775,0.2120000076,0.0106284298
0.0715898516,0.6056860321,0.0007138266,0.2120000076,0.0108704119
0.0715898516,0.5990220049,0.0007054247,0.2120000076,0.0111151956
0.0715898516,0.592503023,0.0006966642,0.2120000076,0.0113627445
0.0715898516,0.5861244019,0.0006875376,0.2120000076,0.0116130226
0.0715898516,0.5798816568,0.0006780383,0.2120000076,0.0118659946
0.0715898516,0.5737704918,0.0006681596,0.2120000076,0.0121216254
0.0715898516,0.5677867903,0.0006578955,0.2120000076,0.0123798804
0.0715898516,0.5619266055,0.0006472401,0.2120000076,0.0126407257
0.0715898516,0.5561861521,0.0006361879,0.2120000076,0.0129041274
0.0715898516,0.5505617978,0.0006247338,0.2120000076,0.0131700522
0.0715898516,0.5450500556,0.0006128728,0.2120000076,0.0134384669
0.0715898516,0.5396475771,0.0006006002,0.2120000076,0.0137093388
0.0715898516,0.534351145,0.0005879115,0.2120000076,0.0139826355
0.0715898516,0.5291576674,0.0005748025,0.2120000076,0.0142583249
0.0715898516,0.5240641711,0.0005612693,0.2120000076,0.014536375
0.0715898516,0.5190677966,0.0005473079,0.2120000076,0.0148167544
0.0715898516,0.5141657922,0.0005329148,0.2120000076,0.0150994318
0.0715898516,0.5093555094,0.0005180866,0.2120000076,0.0153843761
0.0715898516,0.5046343975,0.0005028199,0.2120000076,0.0156715566
0.0715898516,0.5,0.0004871117,0.2120000076,0.0159609428
0.0715898516,0.9090909091,0.0009003146,0.2179679951,0.0052013468
0.0715898516,0.8941605839,0.0008921266,0.2179679951,0.0053370827
0.0715898516,0.8797127469,0.0008849195,0.2179679951,0.0054790545
0.0715898516,0.8657243816,0.0008784877,0.2179679951,0.0056267741
0.0715898516,0.852173913,0.0008726666,0.2179679951,0.0057798531
0.0715898516,0.8390410959,0.0008673227,0.2179679951,0.0059379766
0.0715898516,0.826306914,0.0008623455,0.2179679951,0.0061008852
0.0715898516,0.8139534884,0.0008576429,0.2179679951,0.0062683622
0.0715898516,0.8019639935,0.0008531369,0.2179679951,0.0064402235
0.0715898516,0.7903225806,0.000848761,0.2179679951,0.0066163113
0.0715898516,0.7790143084,0.0008444578,0.2179679951,0.0067964884
0.0715898516,0.7680250784,0.0008401774,0.2179679951,0.0069806344
0.0715898516,0.7573415765,0.0008358761,0.2179679951,0.0071686423
0.0715898516,0.7469512195,0.0008315154,0.2179679951,0.0073604162
0.0715898516,0.7368421053,0.0008270611,0.2179679951,0.0075558693
0.0715898516,0.7270029674,0.0008224827,0.2179679951,0.0077549223
0.0715898516,0.7174231332,0.0008177526,0.2179679951,0.0079575024
0.0715898516,0.7080924855,0.0008128463,0.2179679951,0.0081635418
0.0715898516,0.6990014265,0.0008077411,0.2179679951,0.0083729775
0.0715898516,0.6901408451,0.0008024168,0.2179679951,0.0085857501
0.0715898516,0.6815020862,0.0007968545,0.2179679951,0.0088018033
0.0715898516,0.6730769231,0.0007910373,0.2179679951,0.0090210839
0.0715898516,0.6648575305,0.0007849492,0.2179679951,0.0092435407
0.0715898516,0.6568364611,0.0007785758,0.2179679951,0.0094691249
0.0715898516,0.6490066225,0.0007719036,0.2179679951,0.0096977893
0.0715898516,0.6413612565,0.00076492,0.2179679951,0.0099294881
0.0715898516,0.6338939198,0.0007576134,0.2179679951,0.0101641771
0.0715898516,0.6265984655,0.000749973,0.2179679951,0.0104018132
0.0715898516,0.6194690265,0.0007419885,0.2179679951,0.0106423543
0.0715898516,0.6125,0.0007336505,0.2179679951,0.0108857594
0.0715898516,0.6056860321,0.0007249501,0.2179679951,0.0111319881
0.0715898516,0.5990220049,0.0007158789,0.2179679951,0.0113810009
0.0715898516,0.592503023,0.0007064291,0.2179679951,0.0116327589
0.0715898516,0.5861244019,0.0006965931,0.2179679951,0.0118872239
0.0715898516,0.5798816568,0.0006863641,0.2179679951,0.0121443583
0.0715898516,0.5737704918,0.0006757354,0.2179679951,0.0124041248
0.0715898516,0.5677867903,0.0006647008,0.2179679951,0.0126664869
0.0715898516,0.5619266055,0.0006532545,0.2179679951,0.0129314082
0.0715898516,0.5561861521,0.0006413908,0.2179679951,0.0131988531
0.0715898516,0.5505617978,0.0006291045,0.2179679951,0.013468786
0.0715898516,0.5450500556,0.0006163906,0.2179679951,0.0137411721
0.0715898516,0.5396475771,0.0006032443,0.2179679951,0.0140159767
0.0715898516,0.534351145,0.0005896613,0.2179679951,0.0142931655
0.0715898516,0.5291576674,0.0005756373,0.2179679951,0.0145727046
0.0715898516,0.5240641711,0.0005611683,0.2179679951,0.0148545605
0.0715898516,0.5190677966,0.0005462504,0.2179679951,0.0151386998
0.0715898516,0.5141657922,0.00053088,0.2179679951,0.0154250896
0.0715898516,0.5093555094,0.0005150539,0.2179679951,0.0157136974
0.0715898516,0.5046343975,0.0004987686,0.2179679951,0.0160044909
0.0715898516,0.5,0.0004820212,0.2179679951,0.0162974381
0.0715898516,0.9090909091,0.000924469,0.2239910571,0.005342686
0.0715898516,0.8941605839,0.0009159174,0.2239910571,0.0054816719
0.0715898516,0.8797127469,0.0009083643,0.2239910571,0.0056270184
0.0715898516,0.8657243816,0.0009015982,0.2239910571,0.005778222
0.0715898516,0.852173913,0.00089545,0.2239910571,0.0059348814
0.0715898516,0.8390410959,0.0008897822,0.2239910571,0.0060966712
0.0715898516,0.826306914,0.0008844814,0.2239910571,0.0062633227
0.0715898516,0.8139534884,0.0008794527,0.2239910571,0.0064346111
0.0715898516,0.8019639935,0.0008746159,0.2239910571,0.0066103455
0.0715898516,0.7903225806,0.0008699025,0.2239910571,0.0067903616
0.0715898516,0.7790143084,0.0008652535,0.2239910571,0.0069745165
0.0715898516,0.7680250784,0.0008606176,0.2239910571,0.0071626846
0.0715898516,0.7573415765,0.0008559499,0.2239910571,0.007354754
0.0715898516,0.7469512195,0.0008512106,0.2239910571,0.0075506241
0.0715898516,0.7368421053,0.0008463647,0.2239910571,0.0077502039
0.0715898516,0.7270029674,0.0008413807,0.2239910571,0.0079534102
0.0715898516,0.7174231332,0.0008362304,0.2239910571,0.0081601661
0.0715898516,0.7080924855,0.0008308883,0.2239910571,0.0083704003
0.0715898516,0.6990014265,0.0008253313,0.2239910571,0.0085840461
0.0715898516,0.6901408451,0.0008195385,0.2239910571,0.0088010407
0.0715898516,0.6815020862,0.0008134907,0.2239910571,0.0090213247
0.0715898516,0.6730769231,0.0008071702,0.2239910571,0.0092448415
0.0715898516,0.6648575305,0.0008005609,0.2239910571,0.0094715371
0.0715898516,0.6568364611,0.0007936478,0.2239910571,0.0097013593
0.0715898516,0.6490066225,0.0007864171,0.2239910571,0.0099342582
0.0715898516,0.6413612565,0.000778856,0.2239910571,0.0101701853
0.0715898516,0.6338939198,0.0007709526,0.2239910571,0.0104090934
0.0715898516,0.6265984655,0.0007626957,0.2239910571,0.0106509368
0.0715898516,0.6194690265,0.0007540749,0.2239910571,0.0108956708
0.0715898516,0.6125,0.0007450806,0.2239910571,0.0111432518
0.0715898516,0.6056860321,0.0007357036,0.2239910571,0.0113936369
0.0715898516,0.5990220049,0.0007259355,0.2239910571,0.0116467842
0.0715898516,0.592503023,0.0007157681,0.2239910571,0.0119026524
0.0715898516,0.5861244019,0.000705194,0.2239910571,0.0121612011
0.0715898516,0.5798816568,0.0006942061,0.2239910571,0.0124223902
0.0715898516,0.5737704918,0.0006827976,0.2239910571,0.0126861804
0.0715898516,0.5677867903,0.0006709623,0.2239910571,0.0129525329
0.0715898516,0.5619266055,0.0006586943,0.2239910571,0.0132214094
0.0715898516,0.5561861521,0.0006459878,0.2239910571,0.0134927721
0.0715898516,0.5505617978,0.0006328376,0.2239910571,0.0137665836
0.0715898516,0.5450500556,0.0006192388,0.2239910571,0.014042807
0.0715898516,0.5396475771,0.0006051864,0.2239910571,0.0143214057
0.0715898516,0.534351145,0.0005906761,0.2239910571,0.0146023438
0.0715898516,0.5291576674,0.0005757037,0.2239910571,0.0148855854
0.0715898516,0.5240641711,0.0005602651,0.2239910571,0.0151710954
0.0715898516,0.5190677966,0.0005443565,0.2239910571,0.0154588389
0.0715898516,0.5141657922,0.0005279744,0.2239910571,0.0157487812
0.0715898516,0.5093555094,0.0005111154,0.2239910571,0.0160408883
0.0715898516,0.5046343975,0.0004937763,0.2239910571,0.0163351263
0.0715898516,0.5,0.0004759541,0.2239910571,0.016631462
0.0715898516,0.9090909091,0.0009488087,0.2300699475,0.0054852078
0.0715898516,0.8941605839,0.0009398827,0.2300699475,0.005627447
0.0715898516,0.8797127469,0.0009319725,0.2300699475,0.0057761701
0.0715898516,0.8657243816,0.0009248606,0.2300699475,0.0059308579
0.0715898516,0.852173913,0.0009183733,0.2300699475,0.006091096
0.0715898516,0.8390410959,0.0009123693,0.2300699475,0.0062565483
0.0715898516,0.826306914,0.0009067318,0.2300699475,0.0064269366
0.0715898516,0.8139534884,0.0009013634,0.2300699475,0.0066020281
0.0715898516,0.8019639935,0.0008961817,0.2300699475,0.0067816246
0.0715898516,0.7903225806,0.0008911161,0.2300699475,0.0069655554
0.0715898516,0.7790143084,0.0008861061,0.2300699475,0.0071536717
0.0715898516,0.7680250784,0.0008810989,0.2300699475,0.0073458424
0.0715898516,0.7573415765,0.0008760482,0.2300699475,0.0075419507
0.0715898516,0.7469512195,0.0008709133,0.2300699475,0.0077418914
0.0715898516,0.7368421053,0.000865658,0.2300699475,0.0079455691
0.0715898516,0.7270029674,0.00086025,0.2300699475,0.0081528962
0.0715898516,0.7174231332,0.0008546603,0.2300699475,0.0083637921
0.0715898516,0.7080924855,0.0008488628,0.2300699475,0.0085781816
0.0715898516,0.6990014265,0.0008428337,0.2300699475,0.0087959944
0.0715898516,0.6901408451,0.0008365515,0.2300699475,0.0090171642
0.0715898516,0.6815020862,0.0008299965,0.2300699475,0.0092416283
0.0715898516,0.6730769231,0.0008231506,0.2300699475,0.0094693268
0.0715898516,0.6648575305,0.0008159972,0.2300699475,0.0097002024
0.0715898516,0.6568364611,0.000808521,0.2300699475,0.0099342001
0.0715898516,0.6490066225,0.0008007078,0.2300699475,0.0101712668
0.0715898516,0.6413612565,0.0007925445,0.2300699475,0.0104113512
0.0715898516,0.6338939198,0.0007840189,0.2300699475,0.0106544034
0.0715898516,0.6265984655,0.0007751197,0.2300699475,0.0109003749
0.0715898516,0.6194690265,0.0007658362,0.2300699475,0.0111492182
0.0715898516,0.6125,0.0007561585,0.2300699475,0.0114008872
0.0715898516,0.6056860321,0.0007460774,0.2300699475,0.0116553366
0.0715898516,0.5990220049,0.0007355842,0.2300699475,0.0119125219
0.0715898516,0.592503023,0.0007246707,0.2300699475,0.0121723994
0.0715898516,0.5861244019,0.0007133293,0.2300699475,0.0124349264
0.0715898516,0.5798816568,0.0007015527,0.2300699475,0.0127000605
0.0715898516,0.5737704918,0.0006893343,0.2300699475,0.0129677603
0.0715898516,0.5677867903,0.0006766676,0.2300699475,0.0132379848
0.0715898516,0.5619266055,0.0006635467,0.2300699475,0.0135106935
0.0715898516,0.5561861521,0.0006499658,0.2300699475,0.0137858467
0.0715898516,0.5505617978,0.0006359197,0.2300699475,0.014063405
0.0715898516,0.5450500556,0.0006214033,0.2300699475,0.0143433296
0.0715898516,0.5396475771,0.0006064119,0.2300699475,0.0146255822
0.0715898516,0.534351145,0.000590941,0.2300699475,0.0149101248
0.0715898516,0.5291576674,0.0005749864,0.2300699475,0.01519692
0.0715898516,0.5240641711,0.0005585441,0.2300699475,0.0154859309
0.0715898516,0.5190677966,0.0005416104,0.2300699475,0.015777121
0.0715898516,0.5141657922,0.0005241817,0.2300699475,0.0160704542
0.0715898516,0.5093555094,0.0005062547,0.2300699475,0.0163658948
0.0715898516,0.5046343975,0.0004878263,0.2300699475,0.0166634076
0.0715898516,0.5,0.0004688935,0.2300699475,0.0169629577
0.0715898516,0.9090909091,0.0009733358,0.2362054342,0.0056289272
0.0715898516,0.8941605839,0.0009640244,0.2362054342,0.0057744225
0.0715898516,0.8797127469,0.0009557457,0.2362054342,0.0059265236
0.0715898516,0.8657243816,0.0009482763,0.2362054342,0.0060846952
0.0715898516,0.852173913,0.0009414377,0.2362054342,0.00624851
0.0715898516,0.8390410959,0.0009350846,0.2362054342,0.0064176204
0.0715898516,0.826306914,0.0009290972,0.2362054342,0.006591739
0.0715898516,0.8139534884,0.0009233753,0.2362054342,0.0067706245
0.0715898516,0.8019639935,0.0009178341,0.2362054342,0.0069540713
0.0715898516,0.7903225806,0.0009124014,0.2362054342,0.0071419024
0.0715898516,0.7790143084,0.0009070147,0.2362054342,0.0073339627
0.0715898516,0.7680250784,0.0009016198,0.2362054342,0.0075301157
0.0715898516,0.7573415765,0.0008961693,0.2362054342,0.0077302395
0.0715898516,0.7469512195,0.0008906212,0.2362054342,0.007934224
0.0715898516,0.7368421053,0.0008849383,0.2362054342,0.0081419693
0.0715898516,0.7270029674,0.0008790876,0.2362054342,0.0083533836
0.0715898516,0.7174231332,0.0008730391,0.2362054342,0.0085683823
0.0715898516,0.7080924855,0.000866766,0.2362054342,0.0087868863
0.0715898516,0.6990014265,0.000860244,0.2362054342,0.0090088216
0.0715898516,0.6901408451,0.000853451,0.2362054342,0.0092341182
0.0715898516,0.6815020862,0.0008463668,0.2362054342,0.0094627101
0.0715898516,0.6730769231,0.0008389728,0.2362054342,0.009694534
0.0715898516,0.6648575305,0.000831252,0.2362054342,0.0099295294
0.0715898516,0.6568364611,0.0008231887,0.2362054342,0.0101676382
0.0715898516,0.6490066225,0.0008147685,0.2362054342,0.0104088043
0.0715898516,0.6413612565,0.0008059779,0.2362054342,0.0106529734
0.0715898516,0.6338939198,0.0007968045,0.2362054342,0.0109000927
0.0715898516,0.6265984655,0.0007872366,0.2362054342,0.011150111
0.0715898516,0.6194690265,0.0007772634,0.2362054342,0.0114029783
0.0715898516,0.6125,0.0007668749,0.2362054342,0.0116586455
0.0715898516,0.6056860321,0.0007560617,0.2362054342,0.0119170649
0.0715898516,0.5990220049,0.0007448148,0.2362054342,0.0121781896
0.0715898516,0.592503023,0.000733126,0.2362054342,0.0124419735
0.0715898516,0.5861244019,0.0007209876,0.2362054342,0.0127083714
0.0715898516,0.5798816568,0.0007083923,0.2362054342,0.0129773389
0.0715898516,0.5737704918,0.0006953333,0.2362054342,0.0132488321
0.0715898516,0.5677867903,0.0006818041,0.2362054342,0.0135228079
0.0715898516,0.5619266055,0.0006677987,0.2362054342,0.013799224
0.0715898516,0.5561861521,0.0006533113,0.2362054342,0.0140780384
0.0715898516,0.5505617978,0.0006383368,0.2362054342,0.0143592099
0.0715898516,0.5450500556,0.00062287,0.2362054342,0.0146426978
0.0715898516,0.5396475771,0.0006069062,0.2362054342,0.0149284618
0.0715898516,0.534351145,0.0005904409,0.2362054342,0.0152164624
0.0715898516,0.5291576674,0.00057347,0.2362054342,0.0155066604
0.0715898516,0.5240641711,0.0005559895,0.2362054342,0.0157990173
0.0715898516,0.5190677966,0.0005379958,0.2362054342,0.0160934949
0.0715898516,0.5141657922,0.0005194853,0.2362054342,0.0163900557
0.0715898516,0.5093555094,0.0005004549,0.2362054342,0.0166886626
0.0715898516,0.5046343975,0.0004809013,0.2362054342,0.0169892788
0.0715898516,0.5,0.0004608219,0.2362054342,0.0172918684
0.0715898516,0.9090909091,0.0009980523,0.2423982988,0.0057738588
0.0715898516,0.8941605839,0.0009883443,0.2423982988,0.0059226129
0.0715898516,0.8797127469,0.0009796855,0.2423982988,0.0060780931
0.0715898516,0.8657243816,0.0009718465,0.2423982988,0.0062397479
0.0715898516,0.852173913,0.0009646439,0.2423982988,0.0064071365
0.0715898516,0.8390410959,0.0009579288,0.2423982988,0.0065799002
0.0715898516,0.826306914,0.0009515778,0.2423982988,0.0067577418
0.0715898516,0.8139534884,0.0009454882,0.2423982988,0.0069404115
0.0715898516,0.8019639935,0.0009395729,0.2423982988,0.0071276964
0.0715898516,0.7903225806,0.0009337576,0.2423982988,0.0073194123
0.0715898516,0.7790143084,0.0009279783,0.2423982988,0.0075153984
0.0715898516,0.7680250784,0.0009221791,0.2423982988,0.0077155124
0.0715898516,0.7573415765,0.0009163114,0.2423982988,0.007919627
0.0715898516,0.7469512195,0.0009103322,0.2423982988,0.0081276274
0.0715898516,0.7368421053,0.0009042032,0.2423982988,0.008339409
0.0715898516,0.7270029674,0.0008978904,0.2423982988,0.0085548758
0.0715898516,0.7174231332,0.0008913632,0.2423982988,0.0087739387
0.0715898516,0.7080924855,0.000884594,0.2423982988,0.008996515
0.0715898516,0.6990014265,0.000877558,0.2423982988,0.0092225266
0.0715898516,0.6901408451,0.0008702323,0.2423982988,0.0094519002
0.0715898516,0.6815020862,0.0008625964,0.2423982988,0.009684566
0.0715898516,0.6730769231,0.0008546311,0.2423982988,0.0099204574
0.0715898516,0.6648575305,0.0008463192,0.2423982988,0.0101595106
0.0715898516,0.6568364611,0.0008376445,0.2423982988,0.0104016644
0.0715898516,0.6490066225,0.0008285922,0.2423982988,0.0106468596
0.0715898516,0.6413612565,0.0008191487,0.2423982988,0.0108950388
0.0715898516,0.6338939198,0.0008093011,0.2423982988,0.0111461464
0.0715898516,0.6265984655,0.0007990378,0.2423982988,0.0114001285
0.0715898516,0.6194690265,0.0007883475,0.2423982988,0.011656932
0.0715898516,0.6125,0.0007772202,0.2423982988,0.0119165057
0.0715898516,0.6056860321,0.0007656462,0.2423982988,0.0121787989
0.0715898516,0.5990220049,0.0007536166,0.2423982988,0.0124437624
0.0715898516,0.592503023,0.000741123,0.2423982988,0.0127113477
0.0715898516,0.5861244019,0.0007281575,0.2423982988,0.0129815072
0.0715898516,0.5798816568,0.0007147128,0.2423982988,0.0132541941
0.0715898516,0.5737704918,0.0007007821,0.2423982988,0.0135293625
0.0715898516,0.5677867903,0.0006863588,0.2423982988,0.0138069672
0.0715898516,0.5619266055,0.0006714368,0.2423982988,0.0140869636
0.0715898516,0.5561861521,0.0006560106,0.2423982988,0.014369308
0.0715898516,0.5505617978,0.0006400747,0.2423982988,0.014653957
0.0715898516,0.5450500556,0.0006236241,0.2423982988,0.0149408682
0.0715898516,0.5396475771,0.0006066541,0.2423982988,0.0152299996
0.0715898516,0.534351145,0.0005891604,0.2423982988,0.0155213098
0.0715898516,0.5291576674,0.0005711387,0.2423982988,0.0158147581
0.0715898516,0.5240641711,0.0005525853,0.2423982988,0.0161103043
0.0715898516,0.5190677966,0.0005334964,0.2423982988,0.0164079088
0.0715898516,0.5141657922,0.0005138686,0.2423982988,0.0167075324
0.0715898516,0.5093555094,0.0004936989,0.2423982988,0.0170091368
0.0715898516,0.5046343975,0.0004729842,0.2423982988,0.0173126839
0.0715898516,0.5,0.0004517217,0.2423982988,0.0176181363
0.0715898516,0.9090909091,0.0010229604,0.2486493373,0.005920018
0.0715898516,0.8941605839,0.0010128443,0.2486493373,0.006072033
0.0715898516,0.8797127469,0.0010037934,0.2486493373,0.006230893
0.0715898516,0.8657243816,0.0009955725,0.2486493373,0.0063960298
0.0715898516,0.852173913,0.0009879932,0.2486493373,0.0065669891
0.0715898516,0.8390410959,0.0009809026,0.2486493373,0.0067434006
0.0715898516,0.826306914,0.0009741742,0.2486493373,0.0069249573
0.0715898516,0.8139534884,0.0009677024,0.2486493373,0.0071114008
